"Taxon","Quadrat","Abundance","SiteHeightYear"
"Acrosiphonia",6,1,"North Beach HIGH 2012"
"Fucus distichus",6,90,"North Beach HIGH 2012"
"Hildenbrandia occidentalis",6,10,"North Beach HIGH 2012"
"Mastocarpus alaskensis",6,2,"North Beach HIGH 2012"
"Petrocelis",6,3,"North Beach HIGH 2012"
"Polysiphonia hendryi",6,3,"North Beach HIGH 2012"
"Prionitis sternbergii",6,3,"North Beach HIGH 2012"
"Mytilus",6,1,"North Beach HIGH 2012"
"Anthopleura",6,0.5,"North Beach HIGH 2012"
"Pagurus",6,1,"North Beach HIGH 2012"
"Sculpin",6,3,"North Beach HIGH 2012"
"Balanus glandula",6,50,"North Beach HIGH 2012"
"Chthamalus dalli",6,40,"North Beach HIGH 2012"
"Limpet",6,100,"North Beach HIGH 2012"
"Littorina",6,200,"North Beach HIGH 2012"
"Bare Rock",7,5,"North Beach HIGH 2012"
"Acrosiphonia",7,2,"North Beach HIGH 2012"
"Bossiella frondifera",7,5,"North Beach HIGH 2012"
"Clathromorphum reclinatum",7,1,"North Beach HIGH 2012"
"Corallina vancouveriensis",7,30,"North Beach HIGH 2012"
"Elachista fucicola",7,1,"North Beach HIGH 2012"
"Fucus distichus",7,25,"North Beach HIGH 2012"
"Halosaccion glandiforme",7,5,"North Beach HIGH 2012"
"Hildenbrandia occidentalis",7,15,"North Beach HIGH 2012"
"Leathesia marina",7,0.5,"North Beach HIGH 2012"
"Lithothamnion phymatodeum",7,1,"North Beach HIGH 2012"
"Mastocarpus alaskensis",7,0.5,"North Beach HIGH 2012"
"Microcladia borealis",7,2,"North Beach HIGH 2012"
"Phyllospadix",7,45,"North Beach HIGH 2012"
"Pyropia fucicola",7,10,"North Beach HIGH 2012"
"Prionitis sternbergii",7,1,"North Beach HIGH 2012"
"Pseudolithophyllum neofarlowii",7,5,"North Beach HIGH 2012"
"Pterosiphonia bipinnata",7,2,"North Beach HIGH 2012"
"Ulva lactuca",7,20,"North Beach HIGH 2012"
"Anthopleura",7,1.5,"North Beach HIGH 2012"
"Pagurus",7,6,"North Beach HIGH 2012"
"Sculpin",7,3,"North Beach HIGH 2012"
"Limpet",7,1,"North Beach HIGH 2012"
"Littorina",7,1,"North Beach HIGH 2012"
"Gammaridae",7,1,"North Beach HIGH 2012"
"Bare Rock",8,8,"North Beach HIGH 2012"
"Acrosiphonia",8,3,"North Beach HIGH 2012"
"Cryptosiphonia woodii",8,5,"North Beach HIGH 2012"
"Elachista fucicola",8,6,"North Beach HIGH 2012"
"Endocladia muricata",8,2,"North Beach HIGH 2012"
"Fucus distichus",8,60,"North Beach HIGH 2012"
"Halosaccion glandiforme",8,8,"North Beach HIGH 2012"
"Hildenbrandia occidentalis",8,6,"North Beach HIGH 2012"
"Mastocarpus alaskensis",8,4,"North Beach HIGH 2012"
"Hildenbrandia occidentalis",8,65,"North Beach HIGH 2012"
"Polysiphonia hendryi",8,3,"North Beach HIGH 2012"
"Pyropia perforata",8,15,"North Beach HIGH 2012"
"Pseudolithophyllum neofarlowii",8,5,"North Beach HIGH 2012"
"Ulva lactuca",8,5,"North Beach HIGH 2012"
"Ulva linza",8,0.5,"North Beach HIGH 2012"
"Anthopleura",8,1.5,"North Beach HIGH 2012"
"Chthamalus dalli",8,20,"North Beach HIGH 2012"
"Limpet",8,44,"North Beach HIGH 2012"
"Shore Crab",8,1,"North Beach HIGH 2012"
"Bare Rock",9,3,"North Beach HIGH 2012"
"Endocladia muricata",9,0.25,"North Beach HIGH 2012"
"Fucus distichus",9,48,"North Beach HIGH 2012"
"Gloiopeltis furcata",9,0.1,"North Beach HIGH 2012"
"Halosaccion glandiforme",9,0.1,"North Beach HIGH 2012"
"Mastocarpus alaskensis",9,1.5,"North Beach HIGH 2012"
"Hildenbrandia occidentalis",9,90,"North Beach HIGH 2012"
"Pyropia perforata",9,4,"North Beach HIGH 2012"
"Balanus glandula",9,5,"North Beach HIGH 2012"
"Littorina",9,180,"North Beach HIGH 2012"
"Bare Rock",10,10,"North Beach HIGH 2012"
"Cryptosiphonia woodii",10,2,"North Beach HIGH 2012"
"Elachista fucicola",10,2,"North Beach HIGH 2012"
"Endocladia muricata",10,1,"North Beach HIGH 2012"
"Fucus distichus",10,30,"North Beach HIGH 2012"
"Gloiopeltis furcata",10,3,"North Beach HIGH 2012"
"Halosaccion glandiforme",10,4,"North Beach HIGH 2012"
"Hildenbrandia occidentalis",10,10,"North Beach HIGH 2012"
"Hildenbrandia rubra",10,1,"North Beach HIGH 2012"
"Mastocarpus alaskensis",10,1,"North Beach HIGH 2012"
"Mastocarpus rigidus",10,1,"North Beach HIGH 2012"
"Mazzaella oregona",10,1,"North Beach HIGH 2012"
"Hildenbrandia occidentalis",10,60,"North Beach HIGH 2012"
"Pyropia perforata",10,10,"North Beach HIGH 2012"
"Pseudolithophyllum neofarlowii",10,5,"North Beach HIGH 2012"
"Ulva lactuca",10,3,"North Beach HIGH 2012"
"Anthopleura",10,1,"North Beach HIGH 2012"
"Balanus glandula",10,20,"North Beach HIGH 2012"
"Chthamalus dalli",10,25,"North Beach HIGH 2012"
"Littorina",10,38,"North Beach HIGH 2012"
"Lottia",10,39,"North Beach HIGH 2012"
"Idotea",10,1,"North Beach HIGH 2012"
"Bare Rock",1,15,"Fifth Beach LOW 2011"
"Alaria",1,15,"Fifth Beach LOW 2011"
"Corallina frondescens",1,1,"Fifth Beach LOW 2011"
"Coralline crust, unknown",1,3,"Fifth Beach LOW 2011"
"Cryptosiphonia woodii",1,0.5,"Fifth Beach LOW 2011"
"Dilsea",1,3,"Fifth Beach LOW 2011"
"Mastocarpus latissimus",1,8,"Fifth Beach LOW 2011"
"Mastocarpus rigidus",1,2,"Fifth Beach LOW 2011"
"Mazzaella oregona",1,6,"Fifth Beach LOW 2011"
"Mazzaella splendens",1,15,"Fifth Beach LOW 2011"
"Microcladia borealis",1,3,"Fifth Beach LOW 2011"
"Neorhodomela larix",1,20,"Fifth Beach LOW 2011"
"Petrocelis",1,5,"Fifth Beach LOW 2011"
"Phyllospadix scouleri",1,1,"Fifth Beach LOW 2011"
"Polyneura latissima",1,0.5,"Fifth Beach LOW 2011"
"Porphyra perforata",1,1,"Fifth Beach LOW 2011"
"Ptilota serrata",1,20,"Fifth Beach LOW 2011"
"Saccharina sessile",1,30,"Fifth Beach LOW 2011"
"Ulva lactuca",1,0.5,"Fifth Beach LOW 2011"
"Callithamnion pikeanum",2,2,"Fifth Beach LOW 2011"
"Coralline crust, unknown",2,3,"Fifth Beach LOW 2011"
"Cryptosiphonia woodii",2,4,"Fifth Beach LOW 2011"
"Dilsea",2,15,"Fifth Beach LOW 2011"
"Hildenbrandia",2,2,"Fifth Beach LOW 2011"
"Mastocarpus latissimus",2,0.5,"Fifth Beach LOW 2011"
"Mazzaella oregona",2,8,"Fifth Beach LOW 2011"
"Mazzaella splendens",2,40,"Fifth Beach LOW 2011"
"Microcladia borealis",2,4,"Fifth Beach LOW 2011"
"Neorhodomela larix",2,4,"Fifth Beach LOW 2011"
"Phyllospadix scouleri",2,8,"Fifth Beach LOW 2011"
"Polyneura latissima",2,0.5,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",2,2,"Fifth Beach LOW 2011"
"Ptilota serrata",2,15,"Fifth Beach LOW 2011"
"Saccharina sessile",2,2,"Fifth Beach LOW 2011"
"Ulva lactuca",2,0.5,"Fifth Beach LOW 2011"
"Alaria",3,6,"Fifth Beach LOW 2011"
"Callithamnion pikeanum",3,1,"Fifth Beach LOW 2011"
"Corallina frondescens",3,1,"Fifth Beach LOW 2011"
"Coralline crust, unknown",3,2,"Fifth Beach LOW 2011"
"Cryptosiphonia woodii",3,6,"Fifth Beach LOW 2011"
"Farlowia mollis",3,1,"Fifth Beach LOW 2011"
"Hildenbrandia",3,5,"Fifth Beach LOW 2011"
"Hymenena/Cryptopleura",3,7,"Fifth Beach LOW 2011"
"Mastocarpus rigidus",3,4,"Fifth Beach LOW 2011"
"Mazzaella oregona",3,5,"Fifth Beach LOW 2011"
"Mazzaella splendens",3,13,"Fifth Beach LOW 2011"
"Neorhodomela larix",3,5,"Fifth Beach LOW 2011"
"Odonthalia floccosa",3,6,"Fifth Beach LOW 2011"
"Petrocelis",3,1,"Fifth Beach LOW 2011"
"Phyllospadix scouleri",3,1,"Fifth Beach LOW 2011"
"Plocamium violaceum",3,12,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",3,2,"Fifth Beach LOW 2011"
"Ptilota serrata",3,9,"Fifth Beach LOW 2011"
"Tokidadendron bullatum",3,8,"Fifth Beach LOW 2011"
"Alaria",4,35,"Fifth Beach LOW 2011"
"Codium fragile",4,4,"Fifth Beach LOW 2011"
"Corallina frondescens",4,4,"Fifth Beach LOW 2011"
"Coralline crust, unknown",4,8,"Fifth Beach LOW 2011"
"Cryptosiphonia woodii",4,0.5,"Fifth Beach LOW 2011"
"Farlowia mollis",4,0.5,"Fifth Beach LOW 2011"
"Hildenbrandia",4,2,"Fifth Beach LOW 2011"
"Hymenena/Cryptopleura",4,3,"Fifth Beach LOW 2011"
"Lithothamnion phymatodeum",4,1,"Fifth Beach LOW 2011"
"Mastocarpus latissimus",4,3,"Fifth Beach LOW 2011"
"Mazzaella oregona",4,2,"Fifth Beach LOW 2011"
"Mazzaella splendens",4,15,"Fifth Beach LOW 2011"
"Microcladia borealis",4,5,"Fifth Beach LOW 2011"
"Odonthalia floccosa",4,5,"Fifth Beach LOW 2011"
"Polyneura latissima",4,2,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",4,2,"Fifth Beach LOW 2011"
"Ptilota serrata",4,3,"Fifth Beach LOW 2011"
"Saccharina sessile",4,1,"Fifth Beach LOW 2011"
"Ulva lactuca",4,0.5,"Fifth Beach LOW 2011"
"Bare Rock",5,20,"Fifth Beach LOW 2011"
"Alaria",5,80,"Fifth Beach LOW 2011"
"Hildenbrandia",5,0.5,"Fifth Beach LOW 2011"
"Mastocarpus latissimus",5,3,"Fifth Beach LOW 2011"
"Mastocarpus rigidus",5,1,"Fifth Beach LOW 2011"
"Mazzaella oregona",5,5,"Fifth Beach LOW 2011"
"Petrocelis",5,4,"Fifth Beach LOW 2011"
"Polyneura latissima",5,2,"Fifth Beach LOW 2011"
"Porphyra perforata",5,2,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",5,12,"Fifth Beach LOW 2011"
"Ptilota serrata",5,0.5,"Fifth Beach LOW 2011"
"Ulva lactuca",5,0.5,"Fifth Beach LOW 2011"
"Antithamnionella pacifica",6,4,"Fifth Beach LOW 2011"
"Callithamnion pikeanum",6,4,"Fifth Beach LOW 2011"
"Coralline crust, unknown",6,1,"Fifth Beach LOW 2011"
"Cryptosiphonia woodii",6,3,"Fifth Beach LOW 2011"
"Hildenbrandia",6,12,"Fifth Beach LOW 2011"
"Hymenena/Cryptopleura",6,4,"Fifth Beach LOW 2011"
"Mastocarpus rigidus",6,4,"Fifth Beach LOW 2011"
"Mazzaella oregona",6,9,"Fifth Beach LOW 2011"
"Mazzaella splendens",6,9,"Fifth Beach LOW 2011"
"Microcladia borealis",6,3,"Fifth Beach LOW 2011"
"Neorhodomela larix",6,4,"Fifth Beach LOW 2011"
"Petrocelis",6,4,"Fifth Beach LOW 2011"
"Plocamium violaceum",6,8,"Fifth Beach LOW 2011"
"Polyneura latissima",6,1,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",6,4,"Fifth Beach LOW 2011"
"Ptilota serrata",6,20,"Fifth Beach LOW 2011"
"Alaria",7,60,"Fifth Beach LOW 2011"
"Callithamnion pikeanum",7,0.5,"Fifth Beach LOW 2011"
"Corallina frondescens",7,0.5,"Fifth Beach LOW 2011"
"Corallina vancouveriensis",7,3,"Fifth Beach LOW 2011"
"Coralline crust, unknown",7,3,"Fifth Beach LOW 2011"
"Hildenbrandia",7,12,"Fifth Beach LOW 2011"
"Hymenena/Cryptopleura",7,5,"Fifth Beach LOW 2011"
"Lithothamnion phymatodeum",7,1,"Fifth Beach LOW 2011"
"Mastocarpus latissimus",7,2,"Fifth Beach LOW 2011"
"Mastocarpus rigidus",7,0.5,"Fifth Beach LOW 2011"
"Mazzaella oregona",7,1,"Fifth Beach LOW 2011"
"Mazzaella splendens",7,5,"Fifth Beach LOW 2011"
"Odonthalia floccosa",7,3,"Fifth Beach LOW 2011"
"Petrocelis",7,1,"Fifth Beach LOW 2011"
"Plocamium violaceum",7,1,"Fifth Beach LOW 2011"
"Porphyra perforata",7,0.5,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",7,20,"Fifth Beach LOW 2011"
"Bare Rock",8,20,"Fifth Beach LOW 2011"
"Alaria",8,65,"Fifth Beach LOW 2011"
"Analipus japonicus",8,0.5,"Fifth Beach LOW 2011"
"Callithamnion pikeanum",8,0.5,"Fifth Beach LOW 2011"
"Corallina frondescens",8,0.5,"Fifth Beach LOW 2011"
"Endocladia muricata",8,3,"Fifth Beach LOW 2011"
"Fucus distichus subsp. evanescens",8,1,"Fifth Beach LOW 2011"
"Hildenbrandia",8,25,"Fifth Beach LOW 2011"
"Hymenena/Cryptopleura",8,1,"Fifth Beach LOW 2011"
"Mastocarpus latissimus",8,3,"Fifth Beach LOW 2011"
"Mastocarpus rigidus",8,1,"Fifth Beach LOW 2011"
"Mazzaella oregona",8,0.5,"Fifth Beach LOW 2011"
"Microcladia borealis",8,0.5,"Fifth Beach LOW 2011"
"Petrocelis",8,20,"Fifth Beach LOW 2011"
"Plocamium violaceum",8,5,"Fifth Beach LOW 2011"
"Porphyra perforata",8,3,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",8,3,"Fifth Beach LOW 2011"
"Alaria",9,35,"Fifth Beach LOW 2011"
"Corallina frondescens",9,3,"Fifth Beach LOW 2011"
"Corallina vancouveriensis",9,3,"Fifth Beach LOW 2011"
"Coralline crust, unknown",9,10,"Fifth Beach LOW 2011"
"Endocladia muricata",9,2,"Fifth Beach LOW 2011"
"Hildenbrandia",9,30,"Fifth Beach LOW 2011"
"Hymenena/Cryptopleura",9,6,"Fifth Beach LOW 2011"
"Mastocarpus rigidus",9,6,"Fifth Beach LOW 2011"
"Mazzaella oregona",9,1,"Fifth Beach LOW 2011"
"Mazzaella splendens",9,5,"Fifth Beach LOW 2011"
"Petrocelis",9,3,"Fifth Beach LOW 2011"
"Plocamium violaceum",9,0.5,"Fifth Beach LOW 2011"
"Porphyra perforata",9,0.5,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",9,2,"Fifth Beach LOW 2011"
"Ulva linza",9,0.5,"Fifth Beach LOW 2011"
"Bare Rock",10,8,"Fifth Beach LOW 2011"
"Alaria",10,70,"Fifth Beach LOW 2011"
"Callithamnion pikeanum",10,0.5,"Fifth Beach LOW 2011"
"Corallina frondescens",10,3,"Fifth Beach LOW 2011"
"Corallina vancouveriensis",10,6,"Fifth Beach LOW 2011"
"Coralline crust, unknown",10,4,"Fifth Beach LOW 2011"
"Endocladia muricata",10,2,"Fifth Beach LOW 2011"
"Halosaccion glandiforme",10,0.5,"Fifth Beach LOW 2011"
"Hildenbrandia",10,8,"Fifth Beach LOW 2011"
"Hymenena/Cryptopleura",10,3,"Fifth Beach LOW 2011"
"Mastocarpus latissimus",10,2,"Fifth Beach LOW 2011"
"Mastocarpus rigidus",10,5,"Fifth Beach LOW 2011"
"Mazzaella oregona",10,3,"Fifth Beach LOW 2011"
"Mazzaella splendens",10,0.5,"Fifth Beach LOW 2011"
"Microcladia borealis",10,1,"Fifth Beach LOW 2011"
"Odonthalia floccosa",10,1,"Fifth Beach LOW 2011"
"Petrocelis",10,6,"Fifth Beach LOW 2011"
"Plocamium violaceum",10,6,"Fifth Beach LOW 2011"
"Porphyra perforata",10,0.5,"Fifth Beach LOW 2011"
"Pseudolithophyllum neofarlowii",10,8,"Fifth Beach LOW 2011"
"Bare Rock",1,3,"Fifth Beach LOW 2012"
"Ahnfeltia fastigiata",1,0.5,"Fifth Beach LOW 2012"
"Clathromorphum reclinatum",1,0.5,"Fifth Beach LOW 2012"
"Corallina frondescens",1,2,"Fifth Beach LOW 2012"
"Coralline crust, unknown",1,0.5,"Fifth Beach LOW 2012"
"Cryptosiphonia woodii",1,4,"Fifth Beach LOW 2012"
"Dilsea californica",1,5,"Fifth Beach LOW 2012"
"Halosaccion glandiforme",1,3,"Fifth Beach LOW 2012"
"Hildenbrandia occidentalis",1,5,"Fifth Beach LOW 2012"
"Leathesia marina",1,2,"Fifth Beach LOW 2012"
"Mazzaella oregona",1,0.5,"Fifth Beach LOW 2012"
"Microcladia borealis",1,1,"Fifth Beach LOW 2012"
"Neorhodomela larix",1,55,"Fifth Beach LOW 2012"
"Plocamium violaceum",1,7,"Fifth Beach LOW 2012"
"Pseudolithophyllum neofarlowii",1,5,"Fifth Beach LOW 2012"
"Ptilota serrata",1,25,"Fifth Beach LOW 2012"
"Lottia spp",1,3,"Fifth Beach LOW 2012"
"Chiton",1,2,"Fifth Beach LOW 2012"
"Lacuna",1,1,"Fifth Beach LOW 2012"
"Idotea",1,2,"Fifth Beach LOW 2012"
"Gobiosox",1,1,"Fifth Beach LOW 2012"
"Semibalanus cariosus",1,0.5,"Fifth Beach LOW 2012"
"Amphiporus",1,4,"Fifth Beach LOW 2012"
"Mytilus trossulus",1,0.5,"Fifth Beach LOW 2012"
"Bare Rock",2,6,"Fifth Beach LOW 2012"
"Bossiella frondifera",2,2,"Fifth Beach LOW 2012"
"Bossiella frondifera",2,2,"Fifth Beach LOW 2012"
"Callithamnion pikeanum",2,1,"Fifth Beach LOW 2012"
"Coralline crust, unknown",2,3,"Fifth Beach LOW 2012"
"Cryptosiphonia woodii",2,7,"Fifth Beach LOW 2012"
"Dilsea californica",2,2,"Fifth Beach LOW 2012"
"Hildenbrandia occidentalis",2,3,"Fifth Beach LOW 2012"
"Leathesia marina",2,0.5,"Fifth Beach LOW 2012"
"Mastocarpus latissimus",2,1,"Fifth Beach LOW 2012"
"Mazzaella oregona",2,6,"Fifth Beach LOW 2012"
"Neorhodomela larix",2,25,"Fifth Beach LOW 2012"
"Petrocelis",2,0.5,"Fifth Beach LOW 2012"
"Phyllospadix scouleri",2,17,"Fifth Beach LOW 2012"
"Plocamium violaceum",2,3,"Fifth Beach LOW 2012"
"Pseudolithophyllum neofarlowii",2,3,"Fifth Beach LOW 2012"
"Ptilota serrata",2,40,"Fifth Beach LOW 2012"
"Ulva lactuca",2,0.5,"Fifth Beach LOW 2012"
"Lottia spp",2,2,"Fifth Beach LOW 2012"
"Encrusting bryozoan",2,2,"Fifth Beach LOW 2012"
"Semibalanus cariosus",2,0.5,"Fifth Beach LOW 2012"
"Amphiporus",2,1,"Fifth Beach LOW 2012"
"Mytilus trossulus",2,0.5,"Fifth Beach LOW 2012"
"Nucella lamellosa",2,2,"Fifth Beach LOW 2012"
"Bare Rock",3,3,"Fifth Beach LOW 2012"
"Alaria marginata",3,5,"Fifth Beach LOW 2012"
"Clathromorphum reclinatum",3,1,"Fifth Beach LOW 2012"
"Coralline crust, unknown",3,2,"Fifth Beach LOW 2012"
"Cryptosiphonia woodii",3,2,"Fifth Beach LOW 2012"
"Dilsea californica",3,1,"Fifth Beach LOW 2012"
"Hildenbrandia occidentalis",3,2,"Fifth Beach LOW 2012"
"Mazzaella oregona",3,5,"Fifth Beach LOW 2012"
"Mazzaella cf. parksii",3,2,"Fifth Beach LOW 2012"
"Mazzaella cf. parvula",3,2,"Fifth Beach LOW 2012"
"Mazzaella splendens",3,35,"Fifth Beach LOW 2012"
"Microcladia borealis",3,2,"Fifth Beach LOW 2012"
"Neorhodomela larix",3,4,"Fifth Beach LOW 2012"
"Phyllospadix scouleri",3,35,"Fifth Beach LOW 2012"
"Plocamium violaceum",3,1,"Fifth Beach LOW 2012"
"Ptilota serrata",3,70,"Fifth Beach LOW 2012"
"Saccharina sessilis",3,12,"Fifth Beach LOW 2012"
"Tokidadendron bullatum",3,0.5,"Fifth Beach LOW 2012"
"Ulva lactuca",3,0.5,"Fifth Beach LOW 2012"
"Orange sponge",3,0.5,"Fifth Beach LOW 2012"
"Encrusting bryozoan",3,3,"Fifth Beach LOW 2012"
"Anthopleura xanthogrammica",3,0.5,"Fifth Beach LOW 2012"
"Amphiporus",3,1,"Fifth Beach LOW 2012"
"Balanus",3,0.5,"Fifth Beach LOW 2012"
"Bare Rock",4,2,"Fifth Beach LOW 2012"
"Alaria marginata",4,15,"Fifth Beach LOW 2012"
"Bossiella frondifera",4,1,"Fifth Beach LOW 2012"
"Bossiella frondifera",4,1,"Fifth Beach LOW 2012"
"Coralline crust, unknown",4,0.5,"Fifth Beach LOW 2012"
"Hildenbrandia rubra",4,0.5,"Fifth Beach LOW 2012"
"Mazzaella oregona",4,0.5,"Fifth Beach LOW 2012"
"Mazzaella splendens",4,0.5,"Fifth Beach LOW 2012"
"Neorhodomela larix",4,6,"Fifth Beach LOW 2012"
"Phyllospadix scouleri",4,87,"Fifth Beach LOW 2012"
"Ptilota serrata",4,30,"Fifth Beach LOW 2012"
"Saccharina sessilis",4,1,"Fifth Beach LOW 2012"
"Ulva lactuca",4,0.5,"Fifth Beach LOW 2012"
"Erect hydroid",4,0.5,"Fifth Beach LOW 2012"
"Encrusting bryozoan",4,3,"Fifth Beach LOW 2012"
"Amphiporus",4,1,"Fifth Beach LOW 2012"
"Balanus",4,0.5,"Fifth Beach LOW 2012"
"Gammaridae",4,1,"Fifth Beach LOW 2012"
"Flustrella",4,1,"Fifth Beach LOW 2012"
"Pagurus",4,1,"Fifth Beach LOW 2012"
"Alaria marginata",5,6,"Fifth Beach LOW 2012"
"Callithamnion pikeanum",5,3,"Fifth Beach LOW 2012"
"Corallina vancouveriensis",5,0.5,"Fifth Beach LOW 2012"
"Cryptosiphonia woodii",5,4,"Fifth Beach LOW 2012"
"Halosaccion glandiforme",5,0.5,"Fifth Beach LOW 2012"
"Hymenena/Cryptopleura curly",5,4,"Fifth Beach LOW 2012"
"Mastocarpus latissimus",5,5,"Fifth Beach LOW 2012"
"Mastocarpus agardhii",5,8,"Fifth Beach LOW 2012"
"Mazzaella oregona",5,8,"Fifth Beach LOW 2012"
"Mazzaella splendens",5,12,"Fifth Beach LOW 2012"
"Microcladia borealis",5,2,"Fifth Beach LOW 2012"
"Neorhodomela larix",5,4,"Fifth Beach LOW 2012"
"Odonthalia floccosa",5,8,"Fifth Beach LOW 2012"
"Plocamium violaceum",5,15,"Fifth Beach LOW 2012"
"Polyneura latissima",5,5,"Fifth Beach LOW 2012"
"Pseudolithophyllum neofarlowii",5,1,"Fifth Beach LOW 2012"
"Ptilota serrata",5,8,"Fifth Beach LOW 2012"
"Tokidadendron bullatum",5,6,"Fifth Beach LOW 2012"
"Flustralidra",5,4,"Fifth Beach LOW 2012"
"Bare Rock",6,2,"Fifth Beach LOW 2012"
"Acrosiphonia",6,0.5,"Fifth Beach LOW 2012"
"Alaria marginata",6,90,"Fifth Beach LOW 2012"
"Callithamnion pikeanum",6,2,"Fifth Beach LOW 2012"
"Hildenbrandia occidentalis",6,35,"Fifth Beach LOW 2012"
"Mastocarpus latissimus",6,2,"Fifth Beach LOW 2012"
"Mazzaella oregona",6,12,"Fifth Beach LOW 2012"
"Microcladia borealis",6,1,"Fifth Beach LOW 2012"
"Odonthalia floccosa",6,1,"Fifth Beach LOW 2012"
"Polyneura latissima",6,4,"Fifth Beach LOW 2012"
"Pseudolithophyllum neofarlowii",6,3,"Fifth Beach LOW 2012"
"Ptilota serrata",6,6,"Fifth Beach LOW 2012"
"Erect hydroid",6,4,"Fifth Beach LOW 2012"
"Encrusting bryozoan",6,4,"Fifth Beach LOW 2012"
"Bare Rock",7,2,"Fifth Beach LOW 2012"
"Alaria marginata",7,95,"Fifth Beach LOW 2012"
"Antithamnion defectum",7,5,"Fifth Beach LOW 2012"
"Bossiella frondifera",7,3,"Fifth Beach LOW 2012"
"Bossiella frondifera",7,3,"Fifth Beach LOW 2012"
"Callithamnion pikeanum",7,1,"Fifth Beach LOW 2012"
"Codium setchelii",7,3,"Fifth Beach LOW 2012"
"Coralline crust, unknown",7,4,"Fifth Beach LOW 2012"
"Costaria costata",7,6,"Fifth Beach LOW 2012"
"Hildenbrandia occidentalis",7,5,"Fifth Beach LOW 2012"
"Hymenena/Cryptopleura curly",7,4,"Fifth Beach LOW 2012"
"Hymenena setchellii",7,4,"Fifth Beach LOW 2012"
"Mazzaella splendens",7,15,"Fifth Beach LOW 2012"
"Plocamium violaceum",7,10,"Fifth Beach LOW 2012"
"Polyneura latissima",7,12,"Fifth Beach LOW 2012"
"Ptilota serrata",7,5,"Fifth Beach LOW 2012"
"Encrusting tunicate",7,6,"Fifth Beach LOW 2012"
"Erect hydroid",7,12,"Fifth Beach LOW 2012"
"Encrusting bryozoan",7,2,"Fifth Beach LOW 2012"
"Bare Rock",8,1,"Fifth Beach LOW 2012"
"Alaria marginata",8,93,"Fifth Beach LOW 2012"
"Bossiella frondifera",8,5,"Fifth Beach LOW 2012"
"Bossiella frondifera",8,5,"Fifth Beach LOW 2012"
"Callithamnion pikeanum",8,0.25,"Fifth Beach LOW 2012"
"Coralline crust, unknown",8,11,"Fifth Beach LOW 2012"
"Hildenbrandia occidentalis",8,10,"Fifth Beach LOW 2012"
"Hildenbrandia rubra",8,4,"Fifth Beach LOW 2012"
"Hymenena/Cryptopleura curly",8,14,"Fifth Beach LOW 2012"
"Mazzaella oregona",8,2,"Fifth Beach LOW 2012"
"Mazzaella splendens",8,18,"Fifth Beach LOW 2012"
"Odonthalia floccosa",8,6,"Fifth Beach LOW 2012"
"Polyneura latissima",8,4,"Fifth Beach LOW 2012"
"Salishia firma",8,2,"Fifth Beach LOW 2012"
"Balanus glandula",8,3,"Fifth Beach LOW 2012"
"Lottia spp",8,1,"Fifth Beach LOW 2012"
"Orange sponge",8,3,"Fifth Beach LOW 2012"
"Orange tunicate",8,4,"Fifth Beach LOW 2012"
"Flustralidra",8,8,"Fifth Beach LOW 2012"
"Tonicella",8,2,"Fifth Beach LOW 2012"
"Chiton",8,7,"Fifth Beach LOW 2012"
"Katharina tunicata",8,1,"Fifth Beach LOW 2012"
"Anthopleura xanthogrammica",8,4,"Fifth Beach LOW 2012"
"Alaria marginata",9,80,"Fifth Beach LOW 2012"
"Bossiella frondifera",9,5,"Fifth Beach LOW 2012"
"Bossiella frondifera",9,5,"Fifth Beach LOW 2012"
