UID,Year,Site,Zone,Quadrat,Meter.point,Acrosiphonia,Ahnfeltia.fastigiata,Alaria.marginata,Analipus.japonicus,Anemone,Antithamnion.defectum,Bangia.sp.,Barnacles,Blidingia,Bossiella.articulate,Bryozoan,Calliarthron.tuberculosum,Callithamnion.pikeanum,Callophyllis.sp.,Ceramium.codicola,Ceramium.pacificum,Chaetomorpha,Chamberlainium.tumidum,Chiharaea.rhododactyla,Chiharaea.silvae,Cladophora.columbiana,Cladophora.sericea,Codium.fragile,Codium.setchellii,Collinsiella.tuberculata,Colpomenia.peregrina,Corallina,coralline.crust,Costaria.costata,Cryptosiphonia.woodii,Cumathamnion.decipiens,Dactylosiphon.bullosus,Desmarestia.aculeata,Desmarestia.ligulata,Devaleraea.mollis,Dilsea.californica,Ectocarpus.commensalis,Egregia.menziesii,Elachista.fucicola,Endocladia.muricata,Erythrotrichia.carnea,Farlowia.mollis,Fucus.distichus,Gloiopeltis.furcata,Halosaccion.glandiforme,Hedophyllum.nigripes,Hedophyllum.sessile,Herposiphonia.plumula,Hildenbrandia,Hydroid,Hymenena.spp.,Johansenia.macmillanii,Laminaria.setchellii,Laminaria.yezoensis,Leathesia.marina,Lithothamnion.glaciale,Lithothamnion.phymatodeum,Lomentaria.hakodatensis,Mastocarpus,Mazzaella.oregona,Mazzaella.parksii,Mazzaella.parvula,Mazzaella.splendens,Melanosiphon.intestinalis,Melobesia.mediocris,Mesophyllum.vancouveriense,Microcladia.borealis,Monostroma,Mytilus.sp.,Nemalion.helminthoides,Neogastroclonium.subarticulatum,Neopolyporolithon.reclinatum,Neoporphyra.perforata,Neopyropia.fucicola,Neorhodomela.aculeata,Neorhodomela.larix,Neorhodomela.oregona,Nereocystis.luetkeana,Odonthalia.floccosa,Odonthalia.floccosa.f..comosa,Opuntiella.californica,Osmundea.spectabilis,Palmaria.hecatensis,Petrocelis,Peyssonnelia.sp.,Phyllospadix.spp.,Plocamium.pacificum,Plocamium.violaceum,Pododesmus.sp.,Pollicipes.polymerus,Polyneura.latissima,Polysiphonia,Prionitis,Pterocladiella.caloglossoides,Pterygophora.californica,Ptilota.filicina,Pylaiella.littoralis,Pyropia/Neoporphyra/Porphyrella,Ralfsioid,Rhizoclonium.tortuosum,Rhodochorton.purpureum,Salishia.firma,Savoiea.robusta,Schizymenia.pacifica,Scytosiphon.dotyi,Scytosiphon.lomentaria,Smithora.naiadum,Soranthera.ulvoidea,Sphacelaria.rigidula,Symphyocladiella.dendroidea,Tokidadendron.bullatum,Tube.worm,Tube.worms,Tunicata/Porifera,Ulva,Wildemania,Date,Sampler,Recorder,Bedrock,Boulder,Cobble,Sand.Gravel.Pebble,Water,SiteHeightYear,SUBSTRATE.ROCK,SUBSTRATE.SAND,WATER,Pebble,SAND.SCOUR,SUBSTRATE.Clam.shell,Shore_height_cm,Lat,Long
Fifth Beach HIGH 2016 4,2016,Fifth Beach,HIGH,4,11,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0.5,0,2016-06-07,PTM,KGJ,100,NA,NA,NA,NA,Fifth Beach HIGH 2016,NA,NA,NA,NA,NA,NA,320,51.640748155901,-128.156686420943
Fifth Beach HIGH 2016 5,2016,Fifth Beach,HIGH,5,13,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,PTM,KGJ,100,NA,NA,NA,NA,Fifth Beach HIGH 2016,NA,NA,NA,NA,NA,NA,311,51.6407392727121,-128.156711552124
Fifth Beach HIGH 2016 6,2016,Fifth Beach,HIGH,6,17,0.5,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,19,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,SS,Andrew,100,NA,NA,NA,NA,Fifth Beach HIGH 2016,NA,NA,0.5,NA,NA,NA,338,51.6407215152876,-128.1567618114
Fifth Beach HIGH 2016 7,2016,Fifth Beach,HIGH,7,19,0,0,0,0,1,0,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,19,0,0.5,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,SS,Andrew,100,NA,NA,NA,NA,Fifth Beach HIGH 2016,NA,NA,NA,NA,NA,NA,283,51.6407126320824,-128.156786942552
Fifth Beach HIGH 2016 8,2016,Fifth Beach,HIGH,8,20,0.5,0,0,0,0,0,0,6,0.5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,SS,Andrew,100,NA,NA,NA,NA,Fifth Beach HIGH 2016,NA,NA,NA,NA,NA,NA,312,51.6407081904673,-128.156799506679
Fifth Beach HIGH 2016 9,2016,Fifth Beach,HIGH,9,22,0,0,0,0,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,31,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2016-06-07,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach HIGH 2016,NA,NA,7,NA,NA,NA,337,51.6406993072539,-128.156824637816
Fifth Beach HIGH 2017 1,2017,Fifth Beach,HIGH,1,3,4,0,0,0,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,LL,KJ,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,NA,NA,NA,NA,345,51.6407836796431,-128.156585900622
Fifth Beach HIGH 2017 10,2017,Fifth Beach,HIGH,10,29,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,SS,KD,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,NA,NA,NA,NA,326,51.6406670528562,-128.156915911779
Fifth Beach HIGH 2017 2,2017,Fifth Beach,HIGH,2,7,0,0,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2017-05-25,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,4,NA,NA,NA,248,51.6407659222834,-128.156636161441
Fifth Beach HIGH 2017 3,2017,Fifth Beach,HIGH,3,9,0.5,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2017-05-25,SS,KD,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,NA,NA,NA,NA,336,51.6407570390949,-128.156661291197
Fifth Beach HIGH 2017 4,2017,Fifth Beach,HIGH,4,10,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017-05-25,LL,KJ,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,NA,NA,NA,NA,305,51.6407525975038,-128.156673856794
Fifth Beach HIGH 2017 5,2017,Fifth Beach,HIGH,5,11,2,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,55,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2017-05-25,LL,KJ,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,NA,NA,NA,NA,320,51.640748155901,-128.156686420943
Fifth Beach HIGH 2017 6,2017,Fifth Beach,HIGH,6,12,1,0,0,0,1,0,0,30,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0.5,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,47,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,9,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,2017-05-25,SS,KD,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,NA,NA,NA,NA,315,51.6407437143072,-128.156698986535
Fifth Beach HIGH 2017 7,2017,Fifth Beach,HIGH,7,15,1,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,3,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,2017-05-25,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,2,5,NA,NA,NA,243,51.6407303984978,-128.156736681684
Fifth Beach HIGH 2017 8,2017,Fifth Beach,HIGH,8,23,0.5,0,0,0,2,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,LL,KJ,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,NA,NA,NA,NA,356,51.6406948656347,-128.156837201936
Fifth Beach HIGH 2017 9,2017,Fifth Beach,HIGH,9,27,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-25,SS,KD,100,NA,NA,NA,NA,Fifth Beach HIGH 2017,NA,NA,NA,NA,NA,NA,349,51.6406771081663,-128.15688746256
Fifth Beach HIGH 2018 1,2018,Fifth Beach,HIGH,1,3,0,0,0,0,2,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,45,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2018-06-13,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,345,51.6407836796431,-128.156585900622
Fifth Beach HIGH 2018 10,2018,Fifth Beach,HIGH,10,24,1,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-13,LML,SRH,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,377,51.6406904330152,-128.156849767332
Fifth Beach HIGH 2018 2,2018,Fifth Beach,HIGH,2,4,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-13,SMS,LJMC,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,381,51.6407792380602,-128.156598466234
Fifth Beach HIGH 2018 3,2018,Fifth Beach,HIGH,3,5,2,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,0.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018-06-13,SMS,LJMC,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,370,51.640774805456,-128.156611030231
Fifth Beach HIGH 2018 4,2018,Fifth Beach,HIGH,4,8,0,0,0,0,2,0,0,44,0,0,0,0,0.5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,1.5,0,0,0,0,0,0.5,0,0,0,3,0,0,0,0,3,0,0,0,0,32,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2018-06-13,PTM,GSB,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,326,51.6407614806847,-128.156648725598
Fifth Beach HIGH 2018 5,2018,Fifth Beach,HIGH,5,9,0,0,0,0,0,0,0,31,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,65,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2018-06-13,PTM,GSB,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,336,51.6407570390949,-128.156661291197
Fifth Beach HIGH 2018 6,2018,Fifth Beach,HIGH,6,10,3,0,0,0,0.5,0,0,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,56,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2018-06-13,LML,SRH,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,305,51.6407525975038,-128.156673856794
Fifth Beach HIGH 2018 7,2018,Fifth Beach,HIGH,7,13,6,0,0,0,0,0,0,11,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-13,SMS,LJMC,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,311,51.6407392727121,-128.156711552124
Fifth Beach HIGH 2018 8,2018,Fifth Beach,HIGH,8,17,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2018-06-13,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,NA,NA,NA,NA,338,51.6407215152876,-128.1567618114
Fifth Beach HIGH 2018 9,2018,Fifth Beach,HIGH,9,21,3,0,0,0,2,0,0,18,0,0,0,0,0.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.5,0,2018-06-13,SMS,LJMC,100,NA,NA,NA,NA,Fifth Beach HIGH 2018,NA,NA,3,NA,NA,NA,319,51.6407037488613,-128.156812072249
Fifth Beach HIGH 2019 1,2019,Fifth Beach,HIGH,1,4,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,0.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2019-06-04,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,NA,NA,NA,NA,381,51.6407792380602,-128.156598466234
Fifth Beach HIGH 2019 10,2019,Fifth Beach,HIGH,10,25,0,0,0,0,0.5,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.5,0,0,0,1,2019-06-04,PTM,Jsilberg,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,6,NA,NA,NA,369,51.6406859914037,-128.156862332892
Fifth Beach HIGH 2019 2,2019,Fifth Beach,HIGH,2,10,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,20,0,0.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,65,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-06-04,SRH,KD,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,NA,NA,NA,NA,305,51.6407525975038,-128.156673856794
Fifth Beach HIGH 2019 3,2019,Fifth Beach,HIGH,3,12,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-06-04,PTM,Josh/Alyssa,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,NA,NA,NA,NA,315,51.6407437143072,-128.156698986535
Fifth Beach HIGH 2019 4,2019,Fifth Beach,HIGH,4,14,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,38,0,0.5,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2019-06-04,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,0.5,NA,NA,NA,278,51.6407348400957,-128.156724116099
Fifth Beach HIGH 2019 5,2019,Fifth Beach,HIGH,5,16,1,0,0,0,0.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0.5,0,0,0,13,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2019-06-04,SCL,SCL,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,NA,NA,NA,NA,348,51.6407259568986,-128.156749247266
Fifth Beach HIGH 2019 6,2019,Fifth Beach,HIGH,6,18,3,0,0,0,0.5,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,70,0,0.5,0,0,0,92,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2019-06-04,SRH,KD,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,NA,NA,NA,NA,313,51.6407170736857,-128.156774376977
Fifth Beach HIGH 2019 7,2019,Fifth Beach,HIGH,7,20,0.5,0,0,0,0,0,0,36,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.5,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2019-06-04,SS,BS,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,NA,NA,NA,NA,312,51.6407081904673,-128.156799506679
Fifth Beach HIGH 2019 8,2019,Fifth Beach,HIGH,8,22,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,59,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-06-04,PTM,Jsilberg,100,NA,NA,NA,NA,Fifth Beach HIGH 2019,NA,NA,NA,NA,NA,NA,337,51.6406993072539,-128.156824637816
