UID,Taxon,Abundance,taxon_revised,taxon_lumped,taxon_lumped2,taxon_lumped3,non.alga.flag,motile_sessile,Notes,kelp_fucoid_turf,littler_groups,new_cat,new_cat_simple1,new_cat_simple2,new_cat_simple3,funct_Sep2020,funct_2021,flag
Fifth Beach MID 2011 9,Chamberlainium tumidum,5,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach MID 2011 9,Cladophora columbiana,5,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2011 9,Corallina vancouveriensis,30,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Fifth Beach MID 2011 9,Halosaccion glandiforme,0.5,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2011 9,Hildenbrandia sp.,3,Hildenbrandia sp.,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2011 9,Hymenena spp.,2,Hymenena spp.,Hymenena spp.,Hymenena spp.,Hymenena spp.,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2011 9,Leathesia marina,5,Leathesia marina,Leathesia marina,Leathesia marina,Leathesia marina,Algae,sessile,NA,brown turf,finely branching,brown turf,brown turf,turf,turf,turf,turf,NA
Fifth Beach MID 2011 9,Mastocarpus latissimus,2,Mastocarpus latissimus,Mastocarpus latissimus,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2011 9,Neopolyporolithon reclinatum,0.5,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Algae,sessile,NA,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach MID 2011 9,Opuntiella californica,3,Opuntiella californica,Opuntiella californica,Opuntiella californica,Opuntiella californica,Algae,sessile,NA,blade,thick leathery,blade,blade,blade,blade,blade,blade,could also be turf
Fifth Beach MID 2011 9,Petrocelis,2,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2011 9,Phyllospadix scouleri,10,Phyllospadix scouleri,Phyllospadix spp.,Phyllospadix spp.,Phyllospadix spp.,Algae,sessile,NA,seagrass,seagrass,seagrass,seagrass,seagrass,seagrass,seagrass,canopy,NA
Fifth Beach MID 2011 9,Ulva lactuca,7,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach MID 2012 1,Acrosiphonia spp.,18,Acrosiphonia spp.,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 1,Anthopleura sp.,3,Anthopleura sp.,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 1,Balanus glandula,9,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 1,Callithamnion pikeanum,1,Callithamnion pikeanum,Callithamnion pikeanum,Callithamnion pikeanum,Callithamnion pikeanum,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 1,Chamberlainium tumidum,9,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach MID 2012 1,Chiton,1,Chiton,Chiton,Chiton,Chiton,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 1,Corallina vancouveriensis,1,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Fifth Beach MID 2012 1,Cryptosiphonia woodii,2.5,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2012 1,Endocladia muricata,40,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 1,Fucus distichus,8,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach MID 2012 1,Halosaccion glandiforme,3,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2012 1,Hildenbrandia occidentalis,19,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2012 1,Lottia sp.,8,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 1,Mazzaella oregona,6,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach MID 2012 1,Microcladia borealis,0.5,Microcladia borealis,Microcladia borealis,Microcladia borealis,Microcladia borealis,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 1,Neorhodomela larix,2,Neorhodomela larix,Neorhodomela larix,Neorhodomela larix,Neorhodomela larix,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2012 1,Pentidotea sp.,4,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 1,Petrocelis,2,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2012 1,Plocamium violaceum,6,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 1,Pyropia perforata,2,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach MID 2012 1,Wildmania schizophylla,3,Wildmania schizophylla,Wildmania schizophylla,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach MID 2012 10,Acrosiphonia spp.,11,Acrosiphonia spp.,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 10,Anthopleura sp.,3,Anthopleura sp.,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Balanus glandula,0.25,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Bossiella frondifera,1.5,Bossiella frondifera,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Fifth Beach MID 2012 10,Callithamnion pikeanum,3,Callithamnion pikeanum,Callithamnion pikeanum,Callithamnion pikeanum,Callithamnion pikeanum,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 10,Chamberlainium tumidum,1,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach MID 2012 10,Chiton,4,Chiton,Chiton,Chiton,Chiton,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Chthamalus dalli,0.5,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Corallina vancouveriensis,3.5,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Fifth Beach MID 2012 10,Cottoidea,1,Cottoidea,Cottoidea,Cottoidea,Cottoidea,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Endocladia muricata,46,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 10,Fucus distichus,4,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach MID 2012 10,Hildenbrandia occidentalis,4,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2012 10,Hildenbrandia rubra,1,Hildenbrandia rubra,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2012 10,Katharina tunicata,1,Katharina tunicata,Katharina tunicata,Katharina tunicata,Katharina tunicata,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Leptasterias sp.,2,Leptasterias sp.,Leptasterias sp.,Leptasterias sp.,Leptasterias sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Lottia sp.,12,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Microcladia borealis,5,Microcladia borealis,Microcladia borealis,Microcladia borealis,Microcladia borealis,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 10,Nemalion helminthoides,0.25,Nemalion helminthoides,Nemalion helminthoides,Nemalion helminthoides,Nemalion helminthoides,Algae,sessile,NA,red turf,NA,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2012 10,Pentidotea sp.,6,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Pisaster ochraceus,2,Pisaster ochraceus,Pisaster ochraceus,Pisaster ochraceus,Pisaster ochraceus,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 10,Plocamium violaceum,27,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 10,Worm,1,Worm,Worm,Worm,Worm,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 2,Acrosiphonia spp.,3,Acrosiphonia spp.,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 2,Anthopleura sp.,5,Anthopleura sp.,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 2,Balanus glandula,30,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 2,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 2,Bossiella frondifera,1.5,Bossiella frondifera,Bossiella_articulate,Bossiella_articulate,Bossiella_articulate,Algae,sessile,NA,articulated coralline,Jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Fifth Beach MID 2012 2,Chamberlainium tumidum,4,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach MID 2012 2,Chiton,4,Chiton,Chiton,Chiton,Chiton,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 2,Cladophora columbiana,2,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 2,Corallina vancouveriensis,20,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Fifth Beach MID 2012 2,Endocladia muricata,8,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 2,Fucus distichus,26,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach MID 2012 2,Halosaccion glandiforme,15,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2012 2,Hildenbrandia occidentalis,12,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2012 2,Hildenbrandia rubra,8,Hildenbrandia rubra,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2012 2,Lottia sp.,12,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 2,Mazzaella oregona,3,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach MID 2012 2,Neopolyporolithon reclinatum,2,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Neopolyporolithon reclinatum,Algae,sessile,NA,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach MID 2012 2,Pentidotea sp.,1,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 2,Petrocelis,1,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2012 2,Phyllospadix scouleri,5,Phyllospadix scouleri,Phyllospadix spp.,Phyllospadix spp.,Phyllospadix spp.,Algae,sessile,NA,seagrass,seagrass,seagrass,seagrass,seagrass,seagrass,seagrass,canopy,NA
Fifth Beach MID 2012 2,Pisaster ochraceus,2,Pisaster ochraceus,Pisaster ochraceus,Pisaster ochraceus,Pisaster ochraceus,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 2,Ulva lactuca,1,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach MID 2012 3,Alaria marginata,13,Alaria marginata,Alaria marginata,Alaria marginata,Alaria marginata,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Fifth Beach MID 2012 3,Balanus glandula,30,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 3,Callithamnion pikeanum,2,Callithamnion pikeanum,Callithamnion pikeanum,Callithamnion pikeanum,Callithamnion pikeanum,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 3,Chamberlainium tumidum,4,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach MID 2012 3,Corallina vancouveriensis,5,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Fifth Beach MID 2012 3,Endocladia muricata,6,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 3,Fucus distichus,70,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach MID 2012 3,Halosaccion glandiforme,4,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2012 3,Hildenbrandia occidentalis,70,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach MID 2012 3,Mastocarpus agardhii,8,Mastocarpus agardhii,Mastocarpus agardhii,Mastocarpus,Mastocarpus,Algae,sessile,"M. agardhii is distinct from others, but we will have to do something with these!!",red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2012 3,Mazzaella oregona,8,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach MID 2012 3,Pyropia perforata,5,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach MID 2012 4,Alaria marginata,35,Alaria marginata,Alaria marginata,Alaria marginata,Alaria marginata,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Fifth Beach MID 2012 4,Balanus glandula,15,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach MID 2012 4,Chamberlainium tumidum,6,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach MID 2012 4,Cryptosiphonia woodii,2,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach MID 2012 4,Endocladia muricata,12,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach MID 2012 4,Fucus distichus,50,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach MID 2012 4,Halosaccion glandiforme,2,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
