UID,Taxon,Abundance
Fifth Beach LOW 2013 5,Scytosiphon lomentaria,4
Fifth Beach LOW 2013 6,Alaria marginata,50
Fifth Beach LOW 2013 6,bare rock,0.5
Fifth Beach LOW 2013 6,Bossiella frondifera,0.5
Fifth Beach LOW 2013 6,Callithamnion pikeanum,1
Fifth Beach LOW 2013 6,Chamberlainium tumidum,4
Fifth Beach LOW 2013 6,Corallina vancouveriensis,1
Fifth Beach LOW 2013 6,Hedophyllum sessile,9
Fifth Beach LOW 2013 6,Hildenbrandia occidentalis,3
Fifth Beach LOW 2013 6,Hymenena sp.,20
Fifth Beach LOW 2013 6,Mazzaella oregona,25
Fifth Beach LOW 2013 6,Microcladia borealis,5
Fifth Beach LOW 2013 6,Petrocelis,2
Fifth Beach LOW 2013 6,Plocamium violaceum,18
Fifth Beach LOW 2013 6,Polyneura latissima,12
Fifth Beach LOW 2013 6,Pyropia perforata,3
Fifth Beach LOW 2013 7,Analipus japonicus,53
Fifth Beach LOW 2013 7,Antithamnionella pacifica,0.5
Fifth Beach LOW 2013 7,bare rock,1
Fifth Beach LOW 2013 7,Bryozoan,1
Fifth Beach LOW 2013 7,Callithamnion pikeanum,5
Fifth Beach LOW 2013 7,Cladophora columbiana,0.5
Fifth Beach LOW 2013 7,Corallina vancouveriensis,2
Fifth Beach LOW 2013 7,Cumathamnion decipiens,4
Fifth Beach LOW 2013 7,Desmarestia aculeata,10
Fifth Beach LOW 2013 7,Elachista fucicola,1
Fifth Beach LOW 2013 7,Halosaccion glandiforme,0.5
Fifth Beach LOW 2013 7,Hymenena setchellii,3
Fifth Beach LOW 2013 7,Lomentaria hakodatensis,10
Fifth Beach LOW 2013 7,Mazzaella parksii,0.5
Fifth Beach LOW 2013 7,Melanosiphon intestinalis,2
Fifth Beach LOW 2013 7,Polyneura latissima,0.5
Fifth Beach LOW 2013 7,Polysiphonia sp.,6
Fifth Beach LOW 2013 7,Prionitis sternbergii,7
Fifth Beach LOW 2013 7,Pyropia fucicola,10
Fifth Beach LOW 2013 7,Salishia firma,0.5
Fifth Beach LOW 2013 7,Styela sp.,1
Fifth Beach LOW 2013 7,Tunicata,50
Fifth Beach LOW 2013 8,Acrosiphonia coalita,0.5
Fifth Beach LOW 2013 8,Alaria marginata,12
Fifth Beach LOW 2013 8,bare rock,9
Fifth Beach LOW 2013 8,Chamberlainium tumidum,8
Fifth Beach LOW 2013 8,Corallina vancouveriensis,10
Fifth Beach LOW 2013 8,Elachista fucicola,1
Fifth Beach LOW 2013 8,Endocladia muricata,2
Fifth Beach LOW 2013 8,Fucus distichus,6
Fifth Beach LOW 2013 8,Hildenbrandia occidentalis,10
Fifth Beach LOW 2013 8,Hymenena sp.,4
Fifth Beach LOW 2013 8,Mastocarpus alaskensis,0.5
Fifth Beach LOW 2013 8,Mastocarpus intermedius,0.5
Fifth Beach LOW 2013 8,Microcladia borealis,2
Fifth Beach LOW 2013 8,Petrocelis,3
Fifth Beach LOW 2013 8,Plocamium violaceum,65
Fifth Beach LOW 2013 8,Pyropia perforata,2
Fifth Beach LOW 2013 8,Ralfsioid,1
Fifth Beach LOW 2013 9,Acrosiphonia coalita,0.5
Fifth Beach LOW 2013 9,Alaria marginata,30
Fifth Beach LOW 2013 9,bare rock,4
Fifth Beach LOW 2013 9,Bossiella frondifera,12
Fifth Beach LOW 2013 9,Chamberlainium tumidum,14
Fifth Beach LOW 2013 9,Corallina sp.,0.5
Fifth Beach LOW 2013 9,Corallina vancouveriensis,21
Fifth Beach LOW 2013 9,Endocladia muricata,2
Fifth Beach LOW 2013 9,Hildenbrandia occidentalis,50
Fifth Beach LOW 2013 9,Hymenena sp.,16
Fifth Beach LOW 2013 9,Mastocarpus alaskensis,0.5
Fifth Beach LOW 2013 9,Mazzaella oregona,6
Fifth Beach LOW 2013 9,Petrocelis,8
Fifth Beach LOW 2013 9,Plocamium violaceum,21
Fifth Beach LOW 2014 1,Alaria marginata,6
Fifth Beach LOW 2014 1,Callithamnion pikeanum,1
Fifth Beach LOW 2014 1,coralline crust,0.5
Fifth Beach LOW 2014 1,Cryptosiphonia woodii,18
Fifth Beach LOW 2014 1,Dilsea californica,11
Fifth Beach LOW 2014 1,Halosaccion glandiforme,0.5
Fifth Beach LOW 2014 1,Mastocarpus agardhii,1
Fifth Beach LOW 2014 1,Mastocarpus alaskensis,1
Fifth Beach LOW 2014 1,Mazzaella oregona,6
Fifth Beach LOW 2014 1,Mazzaella parvula,0.5
Fifth Beach LOW 2014 1,Neorhodomela larix,17
Fifth Beach LOW 2014 1,Phyllospadix scouleri,27
Fifth Beach LOW 2014 1,Ptilota sp.,19
Fifth Beach LOW 2014 1,Ulva lactuca,0.5
Fifth Beach LOW 2014 10,Alaria marginata,22
Fifth Beach LOW 2014 10,Analipus japonicus,2
Fifth Beach LOW 2014 10,Anemone,1
Fifth Beach LOW 2014 10,bare rock,24
Fifth Beach LOW 2014 10,Barnacle,1
Fifth Beach LOW 2014 10,Bossiella frondifera,11
Fifth Beach LOW 2014 10,Bossiella sp. (crust),2
Fifth Beach LOW 2014 10,Chamberlainium tumidum,6
Fifth Beach LOW 2014 10,Chiton,23
Fifth Beach LOW 2014 10,Codium fragile,0.5
Fifth Beach LOW 2014 10,Corallina vancouveriensis,11
Fifth Beach LOW 2014 10,Endocladia muricata,2
Fifth Beach LOW 2014 10,Fucus distichus,2
Fifth Beach LOW 2014 10,Halosaccion glandiforme,0.5
Fifth Beach LOW 2014 10,Hedophyllum sessile,12
Fifth Beach LOW 2014 10,Hildenbrandia occidentalis,13
Fifth Beach LOW 2014 10,Hildenbrandia rubra,1
Fifth Beach LOW 2014 10,Hildenbrandia sp.,5
Fifth Beach LOW 2014 10,Leathesia marina,1
Fifth Beach LOW 2014 10,Limpet,1
Fifth Beach LOW 2014 10,Lithophyllum impressum,1
Fifth Beach LOW 2014 10,Lithophyllum sp. 1,2
Fifth Beach LOW 2014 10,Lithothamnion phymatodeum,1
Fifth Beach LOW 2014 10,Mastocarpus agardhii,6
Fifth Beach LOW 2014 10,Mastocarpus intermedius,0.5
Fifth Beach LOW 2014 10,Mazzaella oregona,0.5
Fifth Beach LOW 2014 10,Microcladia borealis,1
Fifth Beach LOW 2014 10,Nemalion helminthoides,0.5
Fifth Beach LOW 2014 10,Petrocelis,2
Fifth Beach LOW 2014 10,Plocamium violaceum,37
Fifth Beach LOW 2014 10,Pseudolithophyllum muricatum,7
Fifth Beach LOW 2014 10,Sea star,1
Fifth Beach LOW 2014 2,Alaria marginata,7
Fifth Beach LOW 2014 2,Callithamnion pikeanum,0.5
Fifth Beach LOW 2014 2,Chamberlainium tumidum,7
Fifth Beach LOW 2014 2,coralline crust,0.5
Fifth Beach LOW 2014 2,Cryptosiphonia woodii,5
Fifth Beach LOW 2014 2,Dilsea californica,0.5
Fifth Beach LOW 2014 2,Hymenena sp.,1
Fifth Beach LOW 2014 2,Mazzaella oregona,4
Fifth Beach LOW 2014 2,Mazzaella splendens,18
Fifth Beach LOW 2014 2,Microcladia borealis,0.5
Fifth Beach LOW 2014 2,Neorhodomela larix,3
Fifth Beach LOW 2014 2,Phyllospadix scouleri,34
Fifth Beach LOW 2014 2,Ptilota sp.,9
Fifth Beach LOW 2014 2,Tokidadendron bullatum,3
Fifth Beach LOW 2014 3,Acrosiphonia coalita,0.5
Fifth Beach LOW 2014 3,Alaria marginata,23
Fifth Beach LOW 2014 3,Anemone,2
Fifth Beach LOW 2014 3,bare rock,6
Fifth Beach LOW 2014 3,Callithamnion pikeanum,2
Fifth Beach LOW 2014 3,Chiton,1
Fifth Beach LOW 2014 3,Cryptosiphonia woodii,8
Fifth Beach LOW 2014 3,Dilsea californica,1
Fifth Beach LOW 2014 3,Farlowia mollis,2
Fifth Beach LOW 2014 3,Halosaccion glandiforme,0.5
Fifth Beach LOW 2014 3,Hildenbrandia occidentalis,0.5
Fifth Beach LOW 2014 3,Hildenbrandia sp.,0.5
Fifth Beach LOW 2014 3,Leathesia marina,0.5
Fifth Beach LOW 2014 3,Lithophyllum sp. 1,0.5
Fifth Beach LOW 2014 3,Mastocarpus intermedius,1
Fifth Beach LOW 2014 3,Mazzaella oregona,4
Fifth Beach LOW 2014 3,Mazzaella parvula,1
Fifth Beach LOW 2014 3,Mazzaella splendens,6
Fifth Beach LOW 2014 3,Microcladia borealis,4
Fifth Beach LOW 2014 3,Neorhodomela larix,50
Fifth Beach LOW 2014 3,Odonthalia floccosa,1
Fifth Beach LOW 2014 3,Phyllospadix scouleri,0.5
Fifth Beach LOW 2014 3,Polyneura latissima,2
Fifth Beach LOW 2014 3,Ptilota sp.,17
Fifth Beach LOW 2014 3,Pyropia abbottiae,0.5
Fifth Beach LOW 2014 3,Tokidadendron bullatum,0.5
Fifth Beach LOW 2014 3,Tunicata,1
Fifth Beach LOW 2014 4,Alaria marginata,20
Fifth Beach LOW 2014 4,Anemone,0.5
Fifth Beach LOW 2014 4,bare rock,3
Fifth Beach LOW 2014 4,Barnacle,1
Fifth Beach LOW 2014 4,Blidingia minima,0.5
Fifth Beach LOW 2014 4,Bossiella frondifera,0.5
Fifth Beach LOW 2014 4,Callithamnion pikeanum,0.5
Fifth Beach LOW 2014 4,Chamberlainium tumidum,3
Fifth Beach LOW 2014 4,Chiton,2
Fifth Beach LOW 2014 4,Corallina vancouveriensis,0.5
Fifth Beach LOW 2014 4,Cryptosiphonia woodii,0.5
Fifth Beach LOW 2014 4,Dilsea californica,1
Fifth Beach LOW 2014 4,Farlowia mollis,1
Fifth Beach LOW 2014 4,Halosaccion glandiforme,0.5
Fifth Beach LOW 2014 4,Hildenbrandia occidentalis,15
Fifth Beach LOW 2014 4,Hildenbrandia sp.,7
Fifth Beach LOW 2014 4,Leathesia marina,0.5
Fifth Beach LOW 2014 4,Limpet,1
Fifth Beach LOW 2014 4,Lithophyllum sp. 1,2
Fifth Beach LOW 2014 4,Mastocarpus intermedius,1
Fifth Beach LOW 2014 4,Mazzaella oregona,4
Fifth Beach LOW 2014 4,Mazzaella parvula,0.5
Fifth Beach LOW 2014 4,Mazzaella splendens,18
Fifth Beach LOW 2014 4,Microcladia borealis,1
Fifth Beach LOW 2014 4,Neorhodomela larix,12
Fifth Beach LOW 2014 4,Phyllospadix scouleri,32
Fifth Beach LOW 2014 4,Plocamium violaceum,8
Fifth Beach LOW 2014 4,Polyneura latissima,0.5
Fifth Beach LOW 2014 4,Polysiphonia hendryi var. hendryi,0.5
Fifth Beach LOW 2014 4,Ptilota sp.,12
Fifth Beach LOW 2014 4,Tokidadendron bullatum,0.5
Fifth Beach LOW 2014 4,Tunicata,1
Fifth Beach LOW 2014 5,Acrosiphonia arcta,0.5
Fifth Beach LOW 2014 5,Alaria marginata,29
Fifth Beach LOW 2014 5,Analipus japonicus,0.5
Fifth Beach LOW 2014 5,Anthopleura elegantissima,3
Fifth Beach LOW 2014 5,Bossiella frondifera,3
Fifth Beach LOW 2014 5,Chamberlainium tumidum,22
Fifth Beach LOW 2014 5,Chthamalus dalli,2.5
Fifth Beach LOW 2014 5,Corallina vancouveriensis,5
Fifth Beach LOW 2014 5,coralline crust,0.5
Fifth Beach LOW 2014 5,Endocladia muricata,4
Fifth Beach LOW 2014 5,Halosaccion glandiforme,0.5
Fifth Beach LOW 2014 5,Hildenbrandia occidentalis,40
Fifth Beach LOW 2014 5,Hildenbrandia rubra,4
Fifth Beach LOW 2014 5,Hymenena sp.,4
Fifth Beach LOW 2014 5,Katharina tunicata,4
Fifth Beach LOW 2014 5,Leathesia marina,0.5
Fifth Beach LOW 2014 5,Mastocarpus agardhii,1
Fifth Beach LOW 2014 5,Mazzaella oregona,6
Fifth Beach LOW 2014 5,Microcladia borealis,12
Fifth Beach LOW 2014 5,Petrocelis,4.5
Fifth Beach LOW 2014 5,Plocamium violaceum,48
Fifth Beach LOW 2014 5,Polyneura latissima,0.5
Fifth Beach LOW 2014 5,Pyropia perforata,1
Fifth Beach LOW 2014 5,Ulva lactuca,0.5
Fifth Beach LOW 2014 6,Alaria marginata,63
Fifth Beach LOW 2014 6,bare rock,2
Fifth Beach LOW 2014 6,Bossiella frondifera,3
Fifth Beach LOW 2014 6,Bossiella reptans,4
Fifth Beach LOW 2014 6,Bossiella sp. (crust),2
Fifth Beach LOW 2014 6,Callithamnion pikeanum,0.5
Fifth Beach LOW 2014 6,Corallina frondescens,2
Fifth Beach LOW 2014 6,Corallina vancouveriensis,1
Fifth Beach LOW 2014 6,coralline crust,2
Fifth Beach LOW 2014 6,Cryptosiphonia woodii,2
Fifth Beach LOW 2014 6,Hedophyllum sessile,34
Fifth Beach LOW 2014 6,Hildenbrandia occidentalis,1
Fifth Beach LOW 2014 6,Hildenbrandia sp.,1
Fifth Beach LOW 2014 6,Hymenena sp.,23
Fifth Beach LOW 2014 6,Lithophyllum sp. 1,2
Fifth Beach LOW 2014 6,Mazzaella splendens,11
Fifth Beach LOW 2014 6,Odonthalia floccosa,3
Fifth Beach LOW 2014 6,Petrocelis,3
Fifth Beach LOW 2014 6,Plocamium violaceum,0.5
Fifth Beach LOW 2014 6,Polyneura latissima,1
Fifth Beach LOW 2014 6,Ulva lactuca,0.5
Fifth Beach LOW 2014 7,Alaria marginata,18
Fifth Beach LOW 2014 7,Anthopleura elegantissima,0.5
Fifth Beach LOW 2014 7,Chamberlainium tumidum,5
Fifth Beach LOW 2014 7,Corallina vancouveriensis,12
Fifth Beach LOW 2014 7,coralline crust,6
Fifth Beach LOW 2014 7,Endocladia muricata,4
Fifth Beach LOW 2014 7,Fucus distichus,4
Fifth Beach LOW 2014 7,Halosaccion glandiforme,0.5
Fifth Beach LOW 2014 7,Hildenbrandia occidentalis,21
Fifth Beach LOW 2014 7,Hildenbrandia rubra,2
Fifth Beach LOW 2014 7,Katharina tunicata,1
Fifth Beach LOW 2014 7,Leathesia marina,0.5
Fifth Beach LOW 2014 7,Mastocarpus intermedius,1
Fifth Beach LOW 2014 7,Mazzaella oregona,0.5
Fifth Beach LOW 2014 7,Petrocelis,6
Fifth Beach LOW 2014 7,Pisaster ochraceus,1
Fifth Beach LOW 2014 7,Plocamium violaceum,38
Fifth Beach LOW 2014 7,Pyropia abbottiae,3
Fifth Beach LOW 2014 7,Pyropia perforata,9
Fifth Beach LOW 2014 7,Wildmania norrisii,2
Fifth Beach LOW 2014 8,Alaria marginata,42
Fifth Beach LOW 2014 8,Bossiella frondifera,2
Fifth Beach LOW 2014 8,coralline crust,2
Fifth Beach LOW 2014 8,Endocladia muricata,1
Fifth Beach LOW 2014 8,Fucus distichus,3
Fifth Beach LOW 2014 8,Halosaccion glandiforme,0.5
Fifth Beach LOW 2014 8,Hildenbrandia occidentalis,11
Fifth Beach LOW 2014 8,Hildenbrandia rubra,1
Fifth Beach LOW 2014 8,Hymenena sp.,6
Fifth Beach LOW 2014 8,Katharina tunicata,3
Fifth Beach LOW 2014 8,Leathesia marina,0.5
Fifth Beach LOW 2014 8,Mastocarpus intermedius,0.5
Fifth Beach LOW 2014 8,Mazzaella splendens,1
Fifth Beach LOW 2014 8,Microcladia borealis,6
Fifth Beach LOW 2014 8,Nemalion helminthoides,0.5
Fifth Beach LOW 2014 8,Petrocelis,16
Fifth Beach LOW 2014 8,Pisaster ochraceus,1
Fifth Beach LOW 2014 8,Plocamium violaceum,20
Fifth Beach LOW 2014 8,Pyropia abbottiae,18
Fifth Beach LOW 2014 8,Salishia firma,3
Fifth Beach LOW 2014 8,Wildmania norrisii,2
Fifth Beach LOW 2014 9,Alaria marginata,24
Fifth Beach LOW 2014 9,Analipus japonicus,0.5
Fifth Beach LOW 2014 9,Anemone,1
Fifth Beach LOW 2014 9,bare rock,28
Fifth Beach LOW 2014 9,Bossiella frondifera,4
Fifth Beach LOW 2014 9,Chamberlainium tumidum,4
Fifth Beach LOW 2014 9,Chiton,6
Fifth Beach LOW 2014 9,Corallina vancouveriensis,0.5
Fifth Beach LOW 2014 9,Hildenbrandia occidentalis,48
Fifth Beach LOW 2014 9,Hildenbrandia sp.,4
Fifth Beach LOW 2014 9,Limpet,10
Fifth Beach LOW 2014 9,Lithophyllum sp. 1,3
Fifth Beach LOW 2014 9,Mastocarpus agardhii,4
Fifth Beach LOW 2014 9,Mazzaella oregona,1
Fifth Beach LOW 2014 9,Mazzaella splendens,1
Fifth Beach LOW 2014 9,Petrocelis,8
Fifth Beach LOW 2014 9,Pseudolithophyllum muricatum,4
Fifth Beach LOW 2014 9,Pyropia abbottiae,3
Fifth Beach LOW 2014 9,Pyropia smithii,2
Fifth Beach LOW 2014 9,Schizymenia pacifica,0.5
Fifth Beach LOW 2015 1,bare rock,1
Fifth Beach LOW 2015 1,Barnacle,0.5
Fifth Beach LOW 2015 1,Callithamnion pikeanum,1
Fifth Beach LOW 2015 1,coralline crust,1
Fifth Beach LOW 2015 1,Cryptosiphonia woodii,5
Fifth Beach LOW 2015 1,Dilsea californica,6
Fifth Beach LOW 2015 1,Mazzaella oregona,0.5
Fifth Beach LOW 2015 1,Microcladia borealis,1
Fifth Beach LOW 2015 1,Neorhodomela larix,33
Fifth Beach LOW 2015 1,Phyllospadix scouleri,24
Fifth Beach LOW 2015 1,Ptilota filicina,43
Fifth Beach LOW 2015 1,Ralfsioid,1
Fifth Beach LOW 2015 1,Savoiea robusta,0.5
Fifth Beach LOW 2015 10,Acrosiphonia arcta,0.5
Fifth Beach LOW 2015 10,Alaria marginata,11
Fifth Beach LOW 2015 10,Analipus japonicus,1
Fifth Beach LOW 2015 10,bare rock,4
Fifth Beach LOW 2015 10,Bossiella frondescens,6
Fifth Beach LOW 2015 10,Callithamnion pikeanum,3
Fifth Beach LOW 2015 10,Chamberlainium tumidum,6
Fifth Beach LOW 2015 10,Corallina vancouveriensis,2
Fifth Beach LOW 2015 10,coralline crust,6
Fifth Beach LOW 2015 10,Gloiopeltis furcata,0.5
Fifth Beach LOW 2015 10,Hedophyllum sessile,10
Fifth Beach LOW 2015 10,Hildenbrandia occidentalis,47
Fifth Beach LOW 2015 10,Hildenbrandia rubra,2
Fifth Beach LOW 2015 10,Hymenena sp.,11
Fifth Beach LOW 2015 10,Lithophyllum sp.,1
Fifth Beach LOW 2015 10,Mastocarpus agardhii,1
Fifth Beach LOW 2015 10,Mastocarpus latissimus,1
Fifth Beach LOW 2015 10,Mazzaella oregona,1
Fifth Beach LOW 2015 10,Mazzaella splendens,1
Fifth Beach LOW 2015 10,Nemalion helminthoides,0.5
Fifth Beach LOW 2015 10,Petrocelis,2
Fifth Beach LOW 2015 10,Plocamium violaceum,21
Fifth Beach LOW 2015 10,Pyropia perforata,1
Fifth Beach LOW 2015 10,Schizymenia pacifica,2
Fifth Beach LOW 2015 10,Ulva lactuca,1
Fifth Beach LOW 2015 2,bare rock,0.5
Fifth Beach LOW 2015 2,Callithamnion pikeanum,0.5
Fifth Beach LOW 2015 2,Cryptosiphonia woodii,8
Fifth Beach LOW 2015 2,Dilsea californica,2
Fifth Beach LOW 2015 2,Hymenena sp.,2
Fifth Beach LOW 2015 2,Mazzaella oregona,3
Fifth Beach LOW 2015 2,Mazzaella parvula,0.5
Fifth Beach LOW 2015 2,Mazzaella splendens,18
Fifth Beach LOW 2015 2,Microcladia borealis,2
Fifth Beach LOW 2015 2,Neorhodomela larix,8
Fifth Beach LOW 2015 2,Phyllospadix scouleri,36
Fifth Beach LOW 2015 2,Plocamium violaceum,0.5
Fifth Beach LOW 2015 2,Ptilota filicina,55
Fifth Beach LOW 2015 2,Tokidadendron bullatum,1
Fifth Beach LOW 2015 2,Ulva lactuca,0.5
Fifth Beach LOW 2015 3,Alaria marginata,3
Fifth Beach LOW 2015 3,bare rock,1
Fifth Beach LOW 2015 3,Bryozoan,1
Fifth Beach LOW 2015 3,Hymenena sp.,0.5
Fifth Beach LOW 2015 3,Mazzaella splendens,0.5
Fifth Beach LOW 2015 3,Neorhodomela larix,2
Fifth Beach LOW 2015 3,Phyllospadix scouleri,96
Fifth Beach LOW 2015 3,Ptilota filicina,9
Fifth Beach LOW 2015 4,Callithamnion pikeanum,2
Fifth Beach LOW 2015 4,Cryptosiphonia woodii,2
Fifth Beach LOW 2015 4,Dilsea californica,2
Fifth Beach LOW 2015 4,Mastocarpus intermedius,1.5
Fifth Beach LOW 2015 4,Mazzaella splendens,19
Fifth Beach LOW 2015 4,Microcladia borealis,8
Fifth Beach LOW 2015 4,Neorhodomela larix,25
Fifth Beach LOW 2015 4,Phyllospadix scouleri,45
Fifth Beach LOW 2015 4,Plocamium violaceum,2.5
Fifth Beach LOW 2015 4,Polyneura latissima,0.5
Fifth Beach LOW 2015 4,Ptilota filicina,7
Fifth Beach LOW 2015 4,Ulva lactuca,0.5
Fifth Beach LOW 2015 5,Anemone,0.5
Fifth Beach LOW 2015 5,bare rock,2
Fifth Beach LOW 2015 5,Bossiella frondescens,0.5
Fifth Beach LOW 2015 5,Bossiella frondifera,1
Fifth Beach LOW 2015 5,Callithamnion pikeanum,1
Fifth Beach LOW 2015 5,Chamberlainium tumidum,2
Fifth Beach LOW 2015 5,Corallina vancouveriensis,0.5
Fifth Beach LOW 2015 5,Cryptosiphonia woodii,0.5
Fifth Beach LOW 2015 5,Hymenena setchellii,2
Fifth Beach LOW 2015 5,Hymenena sp.,6
Fifth Beach LOW 2015 5,Leptasterias sp.,1
Fifth Beach LOW 2015 5,Mazzaella oregona,0.5
Fifth Beach LOW 2015 5,Mazzaella splendens,20
Fifth Beach LOW 2015 5,Microcladia borealis,0.5
Fifth Beach LOW 2015 5,Neorhodomela larix,17
Fifth Beach LOW 2015 5,Odonthalia floccosa,18
Fifth Beach LOW 2015 5,Pagarus sp.,1
Fifth Beach LOW 2015 5,Phyllospadix scouleri,6
Fifth Beach LOW 2015 5,Plocamium violaceum,18
Fifth Beach LOW 2015 5,Polyneura latissima,4
Fifth Beach LOW 2015 5,Ptilota filicina,8
Fifth Beach LOW 2015 5,Ralfsioid,0.5
Fifth Beach LOW 2015 5,Styela sp.,1
Fifth Beach LOW 2015 5,Tokidadendron bullatum,0.5
Fifth Beach LOW 2015 5,Ulva lactuca,1
Fifth Beach LOW 2015 6,Alaria marginata,37
Fifth Beach LOW 2015 6,Bossiella frondescens,0.5
Fifth Beach LOW 2015 6,Bossiella frondifera,1
Fifth Beach LOW 2015 6,Bossiella sp.5 chiloensis,5
Fifth Beach LOW 2015 6,Bryozoan,1
Fifth Beach LOW 2015 6,Corallina sp.1 frondescens,0.5
Fifth Beach LOW 2015 6,Corallina vancouveriensis,1
Fifth Beach LOW 2015 6,coralline crust,0.5
Fifth Beach LOW 2015 6,Costaria costata,5
Fifth Beach LOW 2015 6,Cryptosiphonia woodii,4
Fifth Beach LOW 2015 6,Dilsea californica,1
Fifth Beach LOW 2015 6,Hildenbrandia occidentalis,0.5
Fifth Beach LOW 2015 6,Hildenbrandia rubra,1
Fifth Beach LOW 2015 6,Hymenena sp.,3
Fifth Beach LOW 2015 6,Laminaria setchellii,7
Fifth Beach LOW 2015 6,Leathesia marina,0.5
Fifth Beach LOW 2015 6,Mastocarpus agardhii,1.5
Fifth Beach LOW 2015 6,Mastocarpus alaskensis,0.5
Fifth Beach LOW 2015 6,Mazzaella oregona,2
Fifth Beach LOW 2015 6,Mazzaella splendens,21
Fifth Beach LOW 2015 6,Microcladia borealis,0.5
Fifth Beach LOW 2015 6,Odonthalia floccosa,7
Fifth Beach LOW 2015 6,Petrocelis,1
Fifth Beach LOW 2015 6,Plocamium violaceum,0.5
Fifth Beach LOW 2015 6,Polyneura latissima,0.5
Fifth Beach LOW 2015 6,Ptilota filicina,13
Fifth Beach LOW 2015 6,Ralfsioid,0.5
Fifth Beach LOW 2015 6,Ulva lactuca,1.5
Fifth Beach LOW 2015 7,Acrosiphonia coalita,0.5
Fifth Beach LOW 2015 7,Alaria marginata,4
Fifth Beach LOW 2015 7,Bossiella frondifera,1
Fifth Beach LOW 2015 7,Callithamnion pikeanum,0.5
Fifth Beach LOW 2015 7,Chamberlainium tumidum,5
Fifth Beach LOW 2015 7,Corallina vancouveriensis,8
Fifth Beach LOW 2015 7,Dilsea californica,0.5
Fifth Beach LOW 2015 7,Endocladia muricata,1
Fifth Beach LOW 2015 7,Farlowia mollis,1
Fifth Beach LOW 2015 7,Hildenbrandia occidentalis,28
Fifth Beach LOW 2015 7,Hymenena sp.,0.5
Fifth Beach LOW 2015 7,Leathesia marina,1
Fifth Beach LOW 2015 7,Mastocarpus agardhii,1.5
Fifth Beach LOW 2015 7,Mastocarpus latissimus,1
Fifth Beach LOW 2015 7,Mazzaella parvula,0.5
Fifth Beach LOW 2015 7,Microcladia borealis,5
Fifth Beach LOW 2015 7,Petrocelis,0.5
Fifth Beach LOW 2015 7,Plocamium violaceum,32
Fifth Beach LOW 2015 7,Ralfsioid,3
Fifth Beach LOW 2015 7,Ulva lactuca,0.5
Fifth Beach LOW 2015 8,Alaria marginata,16
Fifth Beach LOW 2015 8,Antithamnion defectum,0.5
Fifth Beach LOW 2015 8,bare rock,14
Fifth Beach LOW 2015 8,Bossiella frondifera,0.5
Fifth Beach LOW 2015 8,Callithamnion pikeanum,4
Fifth Beach LOW 2015 8,Chamberlainium tumidum,8
Fifth Beach LOW 2015 8,Corallina vancouveriensis,1
Fifth Beach LOW 2015 8,Endocladia muricata,2
Fifth Beach LOW 2015 8,Fucus distichus,2
Fifth Beach LOW 2015 8,Hildenbrandia occidentalis,15
Fifth Beach LOW 2015 8,Hymenena sp.,2
Fifth Beach LOW 2015 8,Leathesia marina,1
Fifth Beach LOW 2015 8,Mastocarpus agardhii,3
Fifth Beach LOW 2015 8,Mastocarpus latissimus,2
Fifth Beach LOW 2015 8,Mazzaella oregona,1
Fifth Beach LOW 2015 8,Mazzaella parvula,2
Fifth Beach LOW 2015 8,Mazzaella splendens,1
Fifth Beach LOW 2015 8,Microcladia borealis,4
Fifth Beach LOW 2015 8,Petrocelis,0.5
Fifth Beach LOW 2015 8,Plocamium violaceum,39
Fifth Beach LOW 2015 8,Polyneura latissima,9
Fifth Beach LOW 2015 8,Ptilota sp.,1
Fifth Beach LOW 2015 8,Ralfsioid,1
Fifth Beach LOW 2015 8,Riterella pulchra,2
Fifth Beach LOW 2015 8,Ulva lactuca,0.5
Fifth Beach LOW 2015 9,Alaria marginata,7
Fifth Beach LOW 2015 9,Analipus japonicus,1
Fifth Beach LOW 2015 9,Anemone,3
Fifth Beach LOW 2015 9,bare rock,23
Fifth Beach LOW 2015 9,Barnacle,0.5
Fifth Beach LOW 2015 9,Bossiella frondescens,0.5
Fifth Beach LOW 2015 9,Bossiella frondifera,0.5
Fifth Beach LOW 2015 9,Callithamnion pikeanum,0.5
Fifth Beach LOW 2015 9,Chamberlainium tumidum,6
Fifth Beach LOW 2015 9,Chiton,3
Fifth Beach LOW 2015 9,Corallina vancouveriensis,0.5
Fifth Beach LOW 2015 9,coralline crust,2
Fifth Beach LOW 2015 9,Endocladia muricata,4
Fifth Beach LOW 2015 9,Fucus distichus,0.5
Fifth Beach LOW 2015 9,Hildenbrandia rubra,45
Fifth Beach LOW 2015 9,Limpet,13
Fifth Beach LOW 2015 9,Mastocarpus agardhii,2
Fifth Beach LOW 2015 9,Mastocarpus latissimus,0.5
Fifth Beach LOW 2015 9,Mazzaella oregona,0.5
Fifth Beach LOW 2015 9,Mazzaella parvula,0.5
Fifth Beach LOW 2015 9,Microcladia borealis,1
Fifth Beach LOW 2015 9,Nemalion helminthoides,0.5
Fifth Beach LOW 2015 9,Pentidotea sp.,1
Fifth Beach LOW 2015 9,Petrocelis,3
Fifth Beach LOW 2015 9,Plocamium violaceum,19
Fifth Beach LOW 2015 9,Pyropia abbottiae,7
Fifth Beach LOW 2015 9,Pyropia perforata,1
Fifth Beach LOW 2016 1,bare rock,5
