"UID","Taxon","Abundance"
"Fifth Beach HIGH 2012 5","Elachista fucicola","2"
"Fifth Beach HIGH 2012 5","Endocladia muricata","2"
"Fifth Beach HIGH 2012 5","Fucus distichus subsp. evanescens","70"
"Fifth Beach HIGH 2012 5","Halosaccion glandiforme","0.5"
"Fifth Beach HIGH 2012 5","Hildenbrandia occidentalis","40"
"Fifth Beach HIGH 2012 5","Mastocarpus alaskensis","15"
"Fifth Beach HIGH 2012 5","Mazzaella oregona","3"
"Fifth Beach HIGH 2012 5","Pyropia perforata","3"
"Fifth Beach HIGH 2012 5","Wildemania norrisii","0.5"
"Fifth Beach HIGH 2012 5","Pseudolithophyllum neofarlowii","3"
"Fifth Beach HIGH 2012 5","Ulva lactuca","0.5"
"Fifth Beach HIGH 2012 5","Ulva linza","13"
"Fifth Beach HIGH 2012 5","Balanus glandula","30"
"Fifth Beach HIGH 2012 5","Chthamalus","10"
"Fifth Beach HIGH 2012 5","Semibalanus cariosus","3"
"Fifth Beach HIGH 2012 5","Lottia","7"
"Fifth Beach HIGH 2012 5","Littorina","3"
"Fifth Beach HIGH 2012 5","Idotea","3"
"Fifth Beach HIGH 2012 5","Anthopleura","1"
"Fifth Beach HIGH 2012 5","Pisaster","1"
"Fifth Beach HIGH 2012 6","Bare Rock","3"
"Fifth Beach HIGH 2012 6","Acrosiphonia","5"
"Fifth Beach HIGH 2012 6","Alaria","2"
"Fifth Beach HIGH 2012 6","Analipus japonicus","0.5"
"Fifth Beach HIGH 2012 6","Callithamnion pikeanum","1"
"Fifth Beach HIGH 2012 6","Corallina vancouveriensis","1.5"
"Fifth Beach HIGH 2012 6","Cryptosiphonia woodii","4"
"Fifth Beach HIGH 2012 6","Endocladia muricata","18"
"Fifth Beach HIGH 2012 6","Fucus distichus subsp. evanescens","1.5"
"Fifth Beach HIGH 2012 6","Halosaccion glandiforme","1"
"Fifth Beach HIGH 2012 6","Mastocarpus alaskensis","70"
"Fifth Beach HIGH 2012 6","Mastocarpus agardhii","5"
"Fifth Beach HIGH 2012 6","Mazzaella oregona","4"
"Fifth Beach HIGH 2012 6","Mazzaella parksii","3"
"Fifth Beach HIGH 2012 6","Nemalion helminthoides","0.1"
"Fifth Beach HIGH 2012 6","Petrocelis","12"
"Fifth Beach HIGH 2012 6","Polysiphonia hendryi","2.5"
"Fifth Beach HIGH 2012 6","Pyropia perforata","3"
"Fifth Beach HIGH 2012 6","Pseudolithophyllum neofarlowii","8"
"Fifth Beach HIGH 2012 6","Ulva lactuca","1"
"Fifth Beach HIGH 2012 6","Ulva linza","4"
"Fifth Beach HIGH 2012 6","Balanus glandula","12"
"Fifth Beach HIGH 2012 6","Chthamalus","8"
"Fifth Beach HIGH 2012 6","Lottia","6"
"Fifth Beach HIGH 2012 6","Littorina","48"
"Fifth Beach HIGH 2012 6","Idotea","1"
"Fifth Beach HIGH 2012 7","Acrosiphonia","2.5"
"Fifth Beach HIGH 2012 7","Corallina vancouveriensis","3"
"Fifth Beach HIGH 2012 7","Endocladia muricata","10"
"Fifth Beach HIGH 2012 7","Fucus distichus subsp. evanescens","7"
"Fifth Beach HIGH 2012 7","Mastocarpus alaskensis","1"
"Fifth Beach HIGH 2012 7","Mazzaella oregona","3"
"Fifth Beach HIGH 2012 7","Nemalion helminthoides","0.1"
"Fifth Beach HIGH 2012 7","Petrocelis","5"
"Fifth Beach HIGH 2012 7","Plocamium violaceum","5"
"Fifth Beach HIGH 2012 7","Polysiphonia hendryi","2"
"Fifth Beach HIGH 2012 7","Polysiphonia pacifica var delicatula","1.5"
"Fifth Beach HIGH 2012 7","Pyropia perforata","2"
"Fifth Beach HIGH 2012 7","Wildemania norrisii","6"
"Fifth Beach HIGH 2012 7","Pseudolithophyllum neofarlowii","1.5"
"Fifth Beach HIGH 2012 7","Pterosiphonia bipinnata","6"
"Fifth Beach HIGH 2012 7","Balanus glandula","30"
"Fifth Beach HIGH 2012 7","Chthamalus","50"
"Fifth Beach HIGH 2012 7","Semibalanus cariosus","10"
"Fifth Beach HIGH 2012 7","Pollicipes","0.5"
"Fifth Beach HIGH 2012 7","Mytilus","2"
"Fifth Beach HIGH 2012 7","Lottia","65"
"Fifth Beach HIGH 2012 7","Littorina","320"
"Fifth Beach HIGH 2012 7","Nucella","1"
"Fifth Beach HIGH 2012 7","Anthopleura","1"
"Fifth Beach HIGH 2012 7","Chiton","2"
"Fifth Beach HIGH 2012 8","Bare Rock","12"
"Fifth Beach HIGH 2012 8","Alaria","0.1"
"Fifth Beach HIGH 2012 8","Callithamnion pikeanum","3.5"
"Fifth Beach HIGH 2012 8","Endocladia muricata","5"
"Fifth Beach HIGH 2012 8","Fucus distichus subsp. evanescens","6"
"Fifth Beach HIGH 2012 8","Mastocarpus alaskensis","0.5"
"Fifth Beach HIGH 2012 8","Mazzaella oregona","1"
"Fifth Beach HIGH 2012 8","Petrocelis","0.5"
"Fifth Beach HIGH 2012 8","Wildemania norrisii","1"
"Fifth Beach HIGH 2012 8","Pterosiphonia bipinnata","0.5"
"Fifth Beach HIGH 2012 8","Ulva linza","0.5"
"Fifth Beach HIGH 2012 8","Balanus glandula","15"
"Fifth Beach HIGH 2012 8","Chthamalus","30"
"Fifth Beach HIGH 2012 8","Semibalanus cariosus","36"
"Fifth Beach HIGH 2012 8","Mytilus","10"
"Fifth Beach HIGH 2012 8","Lottia","128"
"Fifth Beach HIGH 2012 8","Littorina","108"
"Fifth Beach HIGH 2012 8","Anthopleura","2"
"Fifth Beach HIGH 2012 9","Acrosiphonia","1"
"Fifth Beach HIGH 2012 9","Alaria","5"
"Fifth Beach HIGH 2012 9","Callithamnion pikeanum","1.5"
"Fifth Beach HIGH 2012 9","Corallina vancouveriensis","4"
"Fifth Beach HIGH 2012 9","Endocladia muricata","9"
"Fifth Beach HIGH 2012 9","Gloiopeltis furcata (mostly bases)","1"
"Fifth Beach HIGH 2012 9","Mastocarpus alaskensis","5"
"Fifth Beach HIGH 2012 9","Mazzaella oregona","6"
"Fifth Beach HIGH 2012 9","Microcladia borealis","3.5"
"Fifth Beach HIGH 2012 9","Nemalion helminthoides","1.5"
"Fifth Beach HIGH 2012 9","Polysiphonia hendryi","1.5"
"Fifth Beach HIGH 2012 9","Wildemania norrisii","4"
"Fifth Beach HIGH 2012 9","Pterosiphonia bipinnata","18"
"Fifth Beach HIGH 2012 9","Ulva linza","0.5"
"Fifth Beach HIGH 2012 9","Semibalanus cariosus","20"
"Fifth Beach HIGH 2012 9","Pollicipes","6"
"Fifth Beach HIGH 2012 9","Mytilus","25"
"Fifth Beach HIGH 2012 9","Lottia","350"
"Fifth Beach HIGH 2012 9","Littorina","250"
"Fifth Beach HIGH 2012 9","Nucella","2"
"Fifth Beach HIGH 2012 9","Worm","1"
"Fifth Beach HIGH 2012 10","Bare Rock","1"
"Fifth Beach HIGH 2012 10","Acrosiphonia","0.5"
"Fifth Beach HIGH 2012 10","Alaria","8"
"Fifth Beach HIGH 2012 10","Corallina vancouveriensis","3"
"Fifth Beach HIGH 2012 10","Endocladia muricata","24"
"Fifth Beach HIGH 2012 10","Fucus distichus subsp. evanescens","12"
"Fifth Beach HIGH 2012 10","Gloiopeltis furcata (mostly bases)","1"
"Fifth Beach HIGH 2012 10","Halosaccion glandiforme","2"
"Fifth Beach HIGH 2012 10","Hildenbrandia occidentalis","4"
"Fifth Beach HIGH 2012 10","Mastocarpus alaskensis","5"
"Fifth Beach HIGH 2012 10","Microcladia borealis","6"
"Fifth Beach HIGH 2012 10","Nemalion helminthoides","1"
"Fifth Beach HIGH 2012 10","Plocamium violaceum","4"
"Fifth Beach HIGH 2012 10","Pyropia perforata","18"
"Fifth Beach HIGH 2012 10","Wildemania norrisii","8"
"Fifth Beach HIGH 2012 10","Rhizoclonium tortuosum","1"
"Fifth Beach HIGH 2012 10","Sytosiphon dotyi","0.5"
"Fifth Beach HIGH 2012 10","Ulva lactuca","0.5"
"Fifth Beach HIGH 2012 10","Balanus glandula","18"
"Fifth Beach HIGH 2012 10","Chthamalus","10"
"Fifth Beach HIGH 2012 10","Mytilus","4"
"Fifth Beach HIGH 2012 10","Lottia","120"
"Fifth Beach HIGH 2012 10","Littorina","320"
"Fifth Beach HIGH 2012 10","Nucella","2"
"Foggy Cove HIGH 2013 1","Elachista fucicola","5"
"Foggy Cove HIGH 2013 1","Endocladia muricata","23"
"Foggy Cove HIGH 2013 1","Fucus distichus subsp evanescens","40"
"Foggy Cove HIGH 2013 1","Hildenbrandia occidentalis (thick)","18"
"Foggy Cove HIGH 2013 1","Mastocarpus alaskensis","5"
"Foggy Cove HIGH 2013 1","Petrocelis","5"
"Foggy Cove HIGH 2013 1","Pseudolithophyllum neofarlowii","3"
"Foggy Cove HIGH 2013 1","BARE ROCK","50"
"Foggy Cove HIGH 2013 2","Elachista fucicola","1"
"Foggy Cove HIGH 2013 2","Endocladia muricata","13"
"Foggy Cove HIGH 2013 2","Fucus distichus subsp evanescens","40"
"Foggy Cove HIGH 2013 2","Gloiopeltis furcata","9"
"Foggy Cove HIGH 2013 2","Hildenbrandia occidentalis (thick)","5"
"Foggy Cove HIGH 2013 2","Mastocarpus alaskensis","8"
"Foggy Cove HIGH 2013 2","Mastocarpus intermedius","0.5"
"Foggy Cove HIGH 2013 2","Mastocarpus agardhii","2"
"Foggy Cove HIGH 2013 2","Petrocelis","1"
"Foggy Cove HIGH 2013 2","Pyropia perforata","0.5"
"Foggy Cove HIGH 2013 2","BARE ROCK","79"
"Foggy Cove HIGH 2013 3","Elachista fucicola","0.5"
"Foggy Cove HIGH 2013 3","Endocladia muricata","11"
"Foggy Cove HIGH 2013 3","Fucus distichus subsp evanescens","72"
"Foggy Cove HIGH 2013 3","Hildenbrandia occidentalis (thick)","5"
"Foggy Cove HIGH 2013 3","Mastocarpus alaskensis","11"
"Foggy Cove HIGH 2013 3","Petrocelis","4"
"Foggy Cove HIGH 2013 3","Pseudolithophyllum neofarlowii","1"
"Foggy Cove HIGH 2013 3","BARE ROCK","30"
"Foggy Cove HIGH 2013 4","Elachista fucicola","0.5"
"Foggy Cove HIGH 2013 4","Endocladia muricata","27"
"Foggy Cove HIGH 2013 4","Fucus distichus subsp evanescens","40"
"Foggy Cove HIGH 2013 4","Gloiopeltis furcata","1"
"Foggy Cove HIGH 2013 4","Hildenbrandia occidentalis (thick)","0.5"
"Foggy Cove HIGH 2013 4","Mastocarpus alaskensis","2"
"Foggy Cove HIGH 2013 4","Petrocelis","12"
"Foggy Cove HIGH 2013 4","Pseudolithophyllum neofarlowii","1"
"Foggy Cove HIGH 2013 5","Elachista fucicola","2"
"Foggy Cove HIGH 2013 5","Endocladia muricata","18"
"Foggy Cove HIGH 2013 5","Fucus distichus subsp evanescens","25"
"Foggy Cove HIGH 2013 5","Gloiopeltis furcata","0.5"
"Foggy Cove HIGH 2013 5","Hildenbrandia occidentalis (thick)","3"
"Foggy Cove HIGH 2013 5","Mastocarpus agardhii","4"
"Foggy Cove HIGH 2013 5","Petrocelis","4"
"Foggy Cove HIGH 2013 5","BARE ROCK","75"
"Foggy Cove HIGH 2013 6","Elachista fucicola","0.5"
"Foggy Cove HIGH 2013 6","Endocladia muricata","2"
"Foggy Cove HIGH 2013 6","Fucus distichus subsp evanescens","8"
"Foggy Cove HIGH 2013 6","Gloiopeltis furcata","4"
"Foggy Cove HIGH 2013 6","Hildenbrandia occidentalis (thick)","0.5"
"Foggy Cove HIGH 2013 6","Mastocarpus alaskensis","1"
"Foggy Cove HIGH 2013 6","Pyropia perforata","0.5"
"Foggy Cove HIGH 2013 6","Ralfsia fungiformis","1"
"Foggy Cove HIGH 2013 6","BARE ROCK","95"
"Foggy Cove HIGH 2013 7","Elachista fucicola","0.5"
"Foggy Cove HIGH 2013 7","Endocladia muricata","4"
"Foggy Cove HIGH 2013 7","Fucus distichus subsp evanescens","22"
"Foggy Cove HIGH 2013 7","Gloiopeltis furcata","32"
"Foggy Cove HIGH 2013 7","Hildenbrandia rubra (thin)","0.5"
"Foggy Cove HIGH 2013 7","Pyropia abbottiae","0.5"
"Foggy Cove HIGH 2013 7","Pyropia perforata","20"
"Foggy Cove HIGH 2013 7","BARE ROCK","15"
"Foggy Cove HIGH 2013 7","Littorina","1"
"Foggy Cove HIGH 2013 7","limpets","1"
"Foggy Cove HIGH 2013 7","barnacles","25"
"Foggy Cove HIGH 2013 8","Endocladia muricata","0.5"
"Foggy Cove HIGH 2013 8","Gloiopeltis furcata","4"
"Foggy Cove HIGH 2013 8","Hildenbrandia rubra (thin)","2"
"Foggy Cove HIGH 2013 8","BARE ROCK","95"
"Foggy Cove HIGH 2013 8","limpets","1"
"Foggy Cove HIGH 2013 9","Elachista fucicola","2"
"Foggy Cove HIGH 2013 9","Endocladia muricata","5"
"Foggy Cove HIGH 2013 9","Fucus distichus subsp evanescens","12"
"Foggy Cove HIGH 2013 9","Gloiopeltis furcata","8"
"Foggy Cove HIGH 2013 9","Mastocarpus alaskensis","4"
"Foggy Cove HIGH 2013 10","Elachista fucicola","1"
"Foggy Cove HIGH 2013 10","Endocladia muricata","20"
"Foggy Cove HIGH 2013 10","Fucus distichus subsp evanescens","50"
"Foggy Cove HIGH 2013 10","Gloiopeltis furcata","2"
"Foggy Cove HIGH 2013 10","Hildenbrandia occidentalis (thick)","0.5"
"Foggy Cove HIGH 2013 10","BARE ROCK","1"
"Foggy Cove HIGH 2013 10","barnacles","80"
"Foggy Cove MID 2013 1","Ahnfeltia fastigiata","0.5"
"Foggy Cove MID 2013 1","Bossiella frondifera","0.5"
"Foggy Cove MID 2013 1","Corallina sp.","1"
"Foggy Cove MID 2013 1","Coralline crust, unknown","12"
"Foggy Cove MID 2013 1","Elachista fucicola","10"
"Foggy Cove MID 2013 1","Fucus distichus subsp evanescens","45"
"Foggy Cove MID 2013 1","Halosaccion glandiforme","1"
"Foggy Cove MID 2013 1","Hildenbrandia occidentalis (thick)","2"
"Foggy Cove MID 2013 1","Kornmannia leptoderma","1"
"Foggy Cove MID 2013 1","Lithothamnion phymatodeum","1"
"Foggy Cove MID 2013 1","Mastocarpus alaskensis","8"
"Foggy Cove MID 2013 1","Mastocarpus agardhii","3"
"Foggy Cove MID 2013 1","Neorhodomela larix","9"
"Foggy Cove MID 2013 1","Odonthalia floccosa","2"
"Foggy Cove MID 2013 1","Petrocelis","7"
"Foggy Cove MID 2013 1","Phyllospadix serrulatus","55"
"Foggy Cove MID 2013 1","Polyneura latissima","3"
"Foggy Cove MID 2013 1","Pseudolithophyllum neofarlowii","6"
"Foggy Cove MID 2013 1","Smithora naiadum","6"
"Foggy Cove MID 2013 1","Ulva lactuca","0.5"
"Foggy Cove MID 2013 1","BARE ROCK","3"
"Foggy Cove MID 2013 2","Alaria marginata","0.5"
"Foggy Cove MID 2013 2","Elachista fucicola","2"
"Foggy Cove MID 2013 2","Endocladia muricata","10"
"Foggy Cove MID 2013 2","Fucus distichus subsp evanescens","70"
"Foggy Cove MID 2013 2","Hildenbrandia occidentalis (thick)","30"
"Foggy Cove MID 2013 2","Mastocarpus alaskensis","5"
"Foggy Cove MID 2013 2","Mastocarpus agardhii","20"
"Foggy Cove MID 2013 2","Petrocelis","5"
"Foggy Cove MID 2013 2","Pyropia fucicola","0.5"
"Foggy Cove MID 2013 2","Ralfsia fungiformis","0.5"
"Foggy Cove MID 2013 2","Ulva lactuca","0.5"
"Foggy Cove MID 2013 2","BARE ROCK","15"
"Foggy Cove MID 2013 3","Antithamnion defectum","0.5"
"Foggy Cove MID 2013 3","Coralline crust, unknown","0.5"
"Foggy Cove MID 2013 3","Elachista fucicola","5"
"Foggy Cove MID 2013 3","Fucus distichus subsp evanescens","65"
"Foggy Cove MID 2013 3","Halosaccion glandiforme","0.5"
"Foggy Cove MID 2013 3","Hildenbrandia occidentalis (thick)","10"
"Foggy Cove MID 2013 3","Hildenbrandia rubra (thin)","0.5"
"Foggy Cove MID 2013 3","Lithothamnion phymatodeum","14"
"Foggy Cove MID 2013 3","Mastocarpus agardhii","30"
"Foggy Cove MID 2013 3","Neorhodomela larix","12"
"Foggy Cove MID 2013 3","Odonthalia floccosa","6"
"Foggy Cove MID 2013 3","Petrocelis","2"
"Foggy Cove MID 2013 3","Phyllospadix serrulatus","27"
"Foggy Cove MID 2013 3","Pseudolithophyllum neofarlowii","7"
"Foggy Cove MID 2013 3","Pterosiphonia bipinnata","1"
"Foggy Cove MID 2013 3","Smithora naiadum","5"
"Foggy Cove MID 2013 3","Ulva lactuca","1"
"Foggy Cove MID 2013 3","Ulva linza","3"
"Foggy Cove MID 2013 3","BARE ROCK","5"
"Foggy Cove MID 2013 4","Ahnfeltia fastigiata","0.5"
"Foggy Cove MID 2013 4","Elachista fucicola","2"
"Foggy Cove MID 2013 4","Fucus distichus subsp evanescens","85"
"Foggy Cove MID 2013 4","Hildenbrandia occidentalis (thick)","45"
"Foggy Cove MID 2013 4","Lithothamnion phymatodeum","2"
"Foggy Cove MID 2013 4","Mastocarpus alaskensis","2"
"Foggy Cove MID 2013 4","Mastocarpus agardhii","35"
"Foggy Cove MID 2013 4","Odonthalia floccosa","1"
"Foggy Cove MID 2013 4","Polyneura latissima","0.5"
"Foggy Cove MID 2013 4","Pseudolithophyllum neofarlowii","10"
"Foggy Cove MID 2013 4","Ulva lactuca","0.5"
"Foggy Cove MID 2013 5","Acrosiphonia arcta","0.5"
"Foggy Cove MID 2013 5","Elachista fucicola","9"
"Foggy Cove MID 2013 5","Endocladia muricata","6"
"Foggy Cove MID 2013 5","Fucus distichus subsp evanescens","40"
"Foggy Cove MID 2013 5","Halosaccion glandiforme","0.5"
"Foggy Cove MID 2013 5","Hildenbrandia occidentalis (thick)","8"
"Foggy Cove MID 2013 5","Mastocarpus alaskensis","3"
"Foggy Cove MID 2013 5","Mastocarpus agardhii","28"
"Foggy Cove MID 2013 5","Mazzaella oregona","2"
"Foggy Cove MID 2013 5","Petrocelis","40"
"Foggy Cove MID 2013 5","Pseudolithophyllum neofarlowii","10"
"Foggy Cove MID 2013 5","Pyropia perforata","5"
"Foggy Cove MID 2013 5","Ulva lactuca","0.5"
"Foggy Cove MID 2013 5","Ulva linza","0.5"
"Foggy Cove MID 2013 5","BARE ROCK","30"
"Foggy Cove MID 2013 5","barnacles","1"
"Foggy Cove MID 2013 5","limpets","1"
"Foggy Cove MID 2013 6","Cryptosiphonia woodii","1"
"Foggy Cove MID 2013 6","Elachista fucicola","9"
"Foggy Cove MID 2013 6","Fucus distichus subsp evanescens","98"
"Foggy Cove MID 2013 6","Halosaccion glandiforme","0.5"
"Foggy Cove MID 2013 6","Hildenbrandia occidentalis (thick)","3"
"Foggy Cove MID 2013 6","Mastocarpus alaskensis","3"
"Foggy Cove MID 2013 6","Mastocarpus agardhii","15"
"Foggy Cove MID 2013 6","Odonthalia floccosa","1"
"Foggy Cove MID 2013 6","Palmaria hecatensis","1"
"Foggy Cove MID 2013 6","Palmaria mollis","0.5"
"Foggy Cove MID 2013 6","Petrocelis","60"
"Foggy Cove MID 2013 6","Pseudolithophyllum neofarlowii","15"
"Foggy Cove MID 2013 6","Pterosiphonia bipinnata","5"
"Foggy Cove MID 2013 6","Ulva lactuca","2"
"Foggy Cove MID 2013 6","BARE ROCK","7"
"Foggy Cove MID 2013 6","limpets","1"
"Foggy Cove MID 2013 6","Tegula","1"
"Foggy Cove MID 2013 6","encrusting bryozoan","1"
"Foggy Cove MID 2013 7","Corallina vancouveriensis","1"
"Foggy Cove MID 2013 7","Cryptosiphonia woodii","3"
"Foggy Cove MID 2013 7","Elachista fucicola","20"
"Foggy Cove MID 2013 7","Endocladia muricata","0.5"
"Foggy Cove MID 2013 7","Fucus distichus subsp evanescens","56"
"Foggy Cove MID 2013 7","Gloiopeltis furcata","0.5"
"Foggy Cove MID 2013 7","Halosaccion glandiforme","1"
"Foggy Cove MID 2013 7","Hildenbrandia occidentalis (thick)","30"
"Foggy Cove MID 2013 7","Mastocarpus alaskensis","4"
"Foggy Cove MID 2013 7","Mastocarpus agardhii","2"
"Foggy Cove MID 2013 7","Petrocelis","1"
"Foggy Cove MID 2013 7","Pseudolithophyllum neofarlowii","6"
"Foggy Cove MID 2013 7","Pterosiphonia bipinnata","3"
"Foggy Cove MID 2013 7","Pyropia sp.","0.5"
"Foggy Cove MID 2013 7","Ralfsia fungiformis","3"
"Foggy Cove MID 2013 7","Ulva lactuca","1"
"Foggy Cove MID 2013 7","Ulva linza","1"
"Foggy Cove MID 2013 7","BARE ROCK","25"
"Foggy Cove MID 2013 8","Callithamnion pikeanum","1"
"Foggy Cove MID 2013 8","Corallina vancouveriensis","0.5"
"Foggy Cove MID 2013 8","Coralline crust, unknown","1"
"Foggy Cove MID 2013 8","Elachista fucicola","2"
"Foggy Cove MID 2013 8","Fucus distichus subsp evanescens","60"
"Foggy Cove MID 2013 8","Halosaccion glandiforme","1"
"Foggy Cove MID 2013 8","Hildenbrandia occidentalis (thick)","40"
"Foggy Cove MID 2013 8","Hildenbrandia rubra (thin)","1"
"Foggy Cove MID 2013 8","Hymenena sp.","20"
"Foggy Cove MID 2013 8","Mastocarpus agardhii","25"
"Foggy Cove MID 2013 8","Palmaria mollis","0.5"
"Foggy Cove MID 2013 8","Petrocelis","1"
"Foggy Cove MID 2013 8","Pleonosporium vancouverianum","6"
"Foggy Cove MID 2013 8","Polysiphonia hendryi var. hendryi","0.5"
"Foggy Cove MID 2013 8","Pseudolithophyllum neofarlowii","5"
"Foggy Cove MID 2013 8","Ralfsia fungiformis","6"
"Foggy Cove MID 2013 8","Ulva lactuca","4"
"Foggy Cove MID 2013 8","BARE ROCK","25"
"Foggy Cove MID 2013 9","Elachista fucicola","3"
"Foggy Cove MID 2013 9","Endocladia muricata","2"
"Foggy Cove MID 2013 9","Fucus distichus subsp evanescens","75"
"Foggy Cove MID 2013 9","Hildenbrandia occidentalis (thick)","30"
"Foggy Cove MID 2013 9","Mastocarpus alaskensis","3"
"Foggy Cove MID 2013 9","Mastocarpus agardhii","13"
"Foggy Cove MID 2013 9","Petrocelis","7"
"Foggy Cove MID 2013 9","Pseudolithophyllum neofarlowii","2"
"Foggy Cove MID 2013 9","Pyropia abbottiae","7"
"Foggy Cove MID 2013 9","Pyropia perforata","3"
"Foggy Cove MID 2013 9","Ulva linza","0.5"
"Foggy Cove MID 2013 9","BARE ROCK","25"
"Foggy Cove MID 2013 9","limpets","1"
"Foggy Cove MID 2013 9","Tegula","1"
"Foggy Cove MID 2013 10","Elachista fucicola","5"
"Foggy Cove MID 2013 10","Endocladia muricata","5"
"Foggy Cove MID 2013 10","Fucus distichus subsp evanescens","85"
"Foggy Cove MID 2013 10","Hildenbrandia occidentalis (thick)","15"
"Foggy Cove MID 2013 10","Mastocarpus agardhii","10"
"Foggy Cove MID 2013 10","Petrocelis","21"
"Foggy Cove MID 2013 10","BARE ROCK","35"
"Foggy Cove LOW 2013 1","Corallina sp.","3"
"Foggy Cove LOW 2013 1","Coralline crust, unknown","0.5"
"Foggy Cove LOW 2013 1","Costaria costata","3"
"Foggy Cove LOW 2013 1","Cryptosiphonia woodii","4"
"Foggy Cove LOW 2013 1","Delesseria decipiens","0.5"
"Foggy Cove LOW 2013 1","Dilsea californica","2"
"Foggy Cove LOW 2013 1","Elachista fucicola","1"
"Foggy Cove LOW 2013 1","Fucus distichus subsp evanescens","16"
"Foggy Cove LOW 2013 1","Halosaccion glandiforme","0.5"
"Foggy Cove LOW 2013 1","Laminaria setchellii","3"
"Foggy Cove LOW 2013 1","Leathesia marina","0.5"
"Foggy Cove LOW 2013 1","Mazzaella oregona","2"
"Foggy Cove LOW 2013 1","Neogastroclonium subarticulatum","12"
"Foggy Cove LOW 2013 1","Neorhodomela larix","18"
"Foggy Cove LOW 2013 1","Odonthalia floccosa","4"
"Foggy Cove LOW 2013 1","Osmundea spectabilis","1"
"Foggy Cove LOW 2013 1","Palmaria hecatensis","3"
"Foggy Cove LOW 2013 1","Palmaria mollis","6"
"Foggy Cove LOW 2013 1","Phyllospadix serrulatus","11"
"Foggy Cove LOW 2013 1","Plocamium violaceum","4"
"Foggy Cove LOW 2013 1","Polyneura latissima","24"
"Foggy Cove LOW 2013 1","Pseudolithophyllum neofarlowii","4"
"Foggy Cove LOW 2013 1","Ptilota spp.","8"
"Foggy Cove LOW 2013 1","Saccharina groenlandica","3"
"Foggy Cove LOW 2013 1","Ulva lactuca","4"
"Foggy Cove LOW 2013 1","BARE ROCK","2"
"Foggy Cove LOW 2013 2","Acrosiphonia coalita","0.5"
"Foggy Cove LOW 2013 2","Alaria marginata","0.5"
"Foggy Cove LOW 2013 2","Bossiella frondifera","0.5"
"Foggy Cove LOW 2013 2","Corallina vancouveriensis","1"
"Foggy Cove LOW 2013 2","Costaria costata","6"
"Foggy Cove LOW 2013 2","Egregia menziesii","12"
